"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G01010",87.9329337901719,0.13223613289656,0.479577615209038,0.275734581229194,0.782751932884333,0.911339272543595
"AT1G01020",247.029342117897,-0.0647025092778889,0.411631647297449,-0.157185458656278,0.875098688152655,0.950695959540422
"AT1G01030",31.9404912118734,-0.769935799847291,0.611365911301467,-1.25936985627521,0.207896772008416,0.481700936181338
"AT1G01040",870.09757812017,0.0811447608840614,0.363997353802648,0.222926787891036,0.823592487233275,0.928270204784516
"AT1G01050",455.484590365601,-0.403057240476159,0.387530154924508,-1.04006678023463,0.298308876042391,0.583222301738246
"AT1G01060",176.767158624518,-1.7306195056777,0.752982776774775,-2.29835204609912,0.0215417604666115,0.124089948378316
"AT1G01070",60.7070268306761,0.106117778834132,0.531003245761434,0.199843936324653,0.841602638146234,0.936404038014699
"AT1G01080",138.360642682321,-2.06364527854794,0.450612820566818,-4.57964173312273,4.65773071970237e-06,0.000266934101118278
"AT1G01090",1041.49491518156,0.197474048290793,0.411548243331153,0.479832076775251,0.631346802181576,0.834808025199716
"AT1G01100",1854.46488577231,0.631796518849811,0.383252156474857,1.64851393051786,0.0992472544664441,0.316160051610562
"AT1G01110",25.5463595530937,-0.210462737845357,0.676825944897735,-0.310955481881176,0.755834465279506,0.898545870381323
"AT1G01120",158.093895351324,-1.0100946347824,0.449782224346619,-2.2457415613739,0.0247205663987711,0.134497276330348
"AT1G01130",6.98271603747513,0.229884027441908,0.754123936086678,0.304835871720011,0.760491159288909,NA
"AT1G01140",1314.52536039409,-0.188164569496302,0.418019425825291,-0.450133553302722,0.652614144336694,0.846402467002503
"AT1G01150",0,NA,NA,NA,NA,NA
"AT1G01160",441.848140739086,-0.10735824804216,0.380391549991682,-0.282230896150316,0.777766469162755,0.909727107710062
"AT1G01170",969.64264799828,-0.508540567440077,0.417107411012062,-1.21920770049653,0.222765369971006,0.499911139124044
"AT1G01180",195.909915934863,0.386678778954915,0.457435625756931,0.845318460526697,0.397933056681391,0.673534928359199
"AT1G01190",8.62478770151519,-1.23003785548861,0.755793643605123,-1.62747843395632,0.103635525262207,0.324661902227293
"AT1G01200",0,NA,NA,NA,NA,NA
"AT1G01210",174.215124081967,0.169016403147856,0.450679258651119,0.375025918995522,0.707641190527208,0.874761958626944
"AT1G01220",250.664218271413,-1.00443770874213,0.438740413643254,-2.28936673601912,0.0220580531602391,0.126052041283329
"AT1G01225",9.28984176557952,0.345350767930429,0.744950037371201,0.463589167871059,0.642942116555698,0.840482122633444
"AT1G01230",78.9927531070931,-0.164838259359403,0.520218478120078,-0.31686352233216,0.751347161799943,0.896075438830812
"AT1G01240",2148.39735833838,1.41465985829508,0.355708301040199,3.97702233588078,6.97836125060929e-05,0.002143456234819
"AT1G01250",20.3783991792197,-0.599144422121382,0.688948841773541,-0.869650089807862,0.38449165533514,0.661926979854738
"AT1G01260",604.232803731141,0.685310389211427,0.487265376812457,1.4064417909077,0.159592978042904,0.420255261323197
"AT1G01280",0.350931647683811,0.16173191484736,0.419110561163384,0.385893198201492,0.699575768263252,NA
"AT1G01290",53.4855806207434,-0.290004368100912,0.574120002375747,-0.505128486903181,0.613468594363085,0.825048922655062
"AT1G01300",118.444553750558,0.549478114997477,0.508845086154242,1.07985343663301,0.280207451035879,0.565317696517625
"AT1G01305",0,NA,NA,NA,NA,NA
"AT1G01310",26.050939461208,0.0233223364288464,0.666587053660148,0.0349876828552045,0.972089562518667,0.989633517165712
"AT1G01320",9666.52924719083,0.268767945350921,0.353926394251804,0.759389380718817,0.447619664064392,0.716399137579146
"AT1G01335",5.09881083939371,0.403721784376634,0.734730167836585,0.549483064735716,0.582673983513525,NA
"AT1G01340",125.39105560102,0.765224178326883,0.522225795257204,1.4653128690244,0.142835577043021,0.393516292581433
"AT1G01350",310.92951686027,0.646892171662083,0.391571211140287,1.6520422167357,0.0985259450296306,0.314924875613242
