"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G01010",32.4447457609588,-0.255065744678775,0.199636228764351,-1.2776525897003,0.201371948822438,0.514506327120164
"AT1G01020",234.246882230584,-0.0216899368613246,0.151726494648814,-0.142954181545736,0.886326367267607,0.965340532367199
"AT1G03987",1.05066184770091,-0.00474107159563615,0.0646691570530969,-0.07331271678311,0.941557272402971,NA
"AT1G01030",145.243207525537,-0.0399255326448581,0.165937277582563,-0.240606168948342,0.809860368501903,0.934916971550546
"AT1G01040",839.250283607396,0.0570016152355531,0.09538162778482,0.59761629738746,0.550095987285786,0.81512392930535
"AT1G03993",0,NA,NA,NA,NA,NA
"AT1G01050",1804.44304055566,0.0188425253921882,0.0841039605408753,0.224038502717486,0.822727343773232,0.940215163430545
"AT1G03997",0,NA,NA,NA,NA,NA
"AT1G01060",54.4803057464254,0.220066770724591,0.195074139306373,1.12811862970194,0.259269822365848,0.589119014658032
"AT1G01070",0,NA,NA,NA,NA,NA
"AT1G04003",0,NA,NA,NA,NA,NA
"AT1G01080",3130.86562429481,-0.200899788780438,0.0842549959640836,-2.38442583115283,0.0171057957553594,0.109464961064261
"AT1G01090",4362.56226293958,-0.0646705402955668,0.0752568373169851,-0.859331093375233,0.390157874295832,0.709185032185998
"AT1G01100",4059.32561748156,-0.127337689552821,0.0708230529160023,-1.79796950724289,0.0721818400752149,0.287231198676368
"AT1G01110",30.2462419173567,0.0867522507568263,0.199403629421654,0.435058534332803,0.663519940491724,0.874958189503725
"AT1G01120",834.736726255834,-0.440461277892204,0.124381202195846,-3.54122061948452,0.000398280401816075,0.00574707898327739
"AT1G01130",23.0014278522511,-0.252464289422319,0.195724495052262,-1.28989623580282,0.197086687906358,0.509326417006751
"AT1G01140",512.093206247457,-0.384149208299403,0.122598757902038,-3.13338580971885,0.00172802141361764,0.0190610479401858
"AT1G01150",2.63697862085191,0.0658480338856662,0.100825699724102,0.653087794737373,0.51369968032502,NA
