,TFID,targetID
181424,AT1G03800,AT5G37930
238380,AT1G03800,AT4G38470
119480,AT1G03800,AT2G31410
225504,AT1G03800,AT5G60840
249168,AT1G03800,AT2G32840
156194,AT1G03800,AT3G53430
79228,AT1G03800,AT1G27050
68730,AT1G03800,AT4G29310
108112,AT1G03800,AT1G34020
19546,AT1G03800,AT1G69920
27144,AT1G03800,AT5G44670
56028,AT1G03800,AT1G72790
216050,AT1G03800,AT5G38830
232638,AT1G03800,AT2G19310
163618,AT1G03800,AT4G25890
240410,AT1G03800,AT4G38150
52432,AT1G03800,AT5G63130
119770,AT1G03800,AT1G02816
105502,AT1G03800,AT5G46730
133284,AT1G03800,AT3G60110
215992,AT1G03800,AT5G52950
96686,AT1G03800,AT1G06850
171854,AT1G03800,AT1G05070
5394,AT1G03800,AT1G26730
243542,AT1G03800,AT5G07120
19140,AT1G03800,AT3G14440
143434,AT1G03800,AT4G08180
191226,AT1G03800,AT1G01510
117450,AT1G03800,AT3G52760
72616,AT1G03800,AT5G56680
149988,AT1G03800,AT2G34355
97672,AT1G03800,AT2G18020
38744,AT1G03800,AT1G53610
149698,AT1G03800,AT3G21220
146914,AT1G03800,AT5G20590
26680,AT1G03800,AT4G27280
111824,AT1G03800,AT5G51540
190414,AT1G03800,AT3G06750
134676,AT1G03800,AT5G40770
78242,AT1G03800,AT3G03920
70470,AT1G03800,AT3G50050
171158,AT1G03800,AT5G64260
97440,AT1G03800,AT3G54960
227302,AT1G03800,AT5G67070
233856,AT1G03800,AT1G02330
78474,AT1G03800,AT1G61580
218718,AT1G03800,AT5G45590
190646,AT1G03800,AT4G35460
241106,AT1G03800,AT2G35720
183338,AT1G03800,AT4G09630
78590,AT1G03800,AT1G71100
167446,AT1G03800,AT5G49700
61712,AT1G03800,AT1G51540
173420,AT1G03800,AT4G20740
43790,AT1G03800,AT5G28300
218138,AT1G03800,AT3G49640
255722,AT1G03800,AT3G27570
134096,AT1G03800,AT5G60030
43036,AT1G03800,AT1G29640
44892,AT1G03800,AT4G22530
251198,AT1G03800,AT5G14540
27202,AT1G03800,AT5G62220
18386,AT1G03800,AT5G03520
146682,AT1G03800,AT4G37240
72558,AT1G03800,AT3G16570
210424,AT1G03800,AT3G51990
162690,AT1G03800,AT5G26830
108402,AT1G03800,AT2G40000
244818,AT1G03800,AT3G29310
48894,AT1G03800,AT1G67930
215586,AT1G03800,AT4G33380
208336,AT1G03800,AT2G28600
60900,AT1G03800,AT5G19100
120524,AT1G03800,AT3G43430
131776,AT1G03800,AT1G18540
176610,AT1G03800,AT1G74330
95294,AT1G03800,AT1G04930
253228,AT1G03800,AT3G09980
1508,AT1G03800,AT1G76090
120582,AT1G03800,AT2G15440
212976,AT1G03800,AT1G47210
111476,AT1G03800,AT2G43060
30914,AT1G03800,AT5G44130
108460,AT1G03800,AT4G13940
18154,AT1G03800,AT1G09950
255432,AT1G03800,AT3G17780
150510,AT1G03800,AT2G44790
169882,AT1G03800,AT4G22550
113042,AT1G03800,AT5G25910
143898,AT1G03800,AT3G57560
190356,AT1G03800,AT2G07690
61016,AT1G03800,AT5G54585
176784,AT1G03800,AT2G16440
132878,AT1G03800,AT1G07135
113854,AT1G03800,AT5G38460
19082,AT1G03800,AT1G78390
80446,AT1G03800,AT4G34490
31552,AT1G03800,AT3G56800
191806,AT1G03800,AT5G49720
132646,AT1G03800,AT1G19380
191864,AT1G03800,AT2G02230
255606,AT1G03800,AT4G26480
80968,AT1G03800,AT2G21195
38512,AT1G03800,AT1G22882
18734,AT1G03800,AT5G20740
215818,AT1G03800,AT5G23250
202130,AT1G03800,AT5G08300
257404,AT1G03800,AT2G03800
45994,AT1G03800,AT1G68060
96164,AT1G03800,AT3G06060
163792,AT1G03800,AT3G58630
132356,AT1G03800,AT5G04480
227592,AT1G03800,AT4G20440
120408,AT1G03800,AT4G10840
257694,AT1G03800,AT1G52200
6438,AT1G03800,AT1G75590
237742,AT1G03800,AT5G23140
256418,AT1G03800,AT5G04170
153874,AT1G03800,AT2G39290
161472,AT1G03800,AT2G18330
120466,AT1G03800,AT1G62570
25868,AT1G03800,AT1G20030
203000,AT1G03800,AT1G60430
142680,AT1G03800,AT5G19300
62988,AT1G03800,AT1G61730
188152,AT1G03800,AT3G10525
53534,AT1G03800,AT3G10300
48082,AT1G03800,AT3G11130
116638,AT1G03800,AT3G11420
2552,AT1G03800,AT3G25900
256186,AT1G03800,AT2G16510
178640,AT1G03800,AT1G12500
43674,AT1G03800,AT1G03800
99238,AT1G03800,AT5G41800
32074,AT1G03800,AT2G22475
30624,AT1G03800,AT3G15820
38628,AT1G03800,AT5G51440
74646,AT1G03800,AT4G28310
22736,AT1G03800,AT2G20750
178582,AT1G03800,AT2G25800
234610,AT1G03800,AT1G50500
112578,AT1G03800,AT1G06980
157238,AT1G03800,AT3G48800
230202,AT1G03800,AT3G61140
74878,AT1G03800,AT3G11250
32132,AT1G03800,AT1G41830
252242,AT1G03800,AT1G32330
154338,AT1G03800,AT5G04470
203928,AT1G03800,AT3G06720
208800,AT1G03800,AT2G30200
204044,AT1G03800,AT1G31175
204102,AT1G03800,AT5G42250
112694,AT1G03800,AT5G56140
188094,AT1G03800,AT5G08580
173130,AT1G03800,AT5G05810
148364,AT1G03800,AT1G42990
56260,AT1G03800,AT2G01190
7076,AT1G03800,AT1G53080
165126,AT1G03800,AT5G26860
23896,AT1G03800,AT5G12880
106720,AT1G03800,AT1G62740
184672,AT1G03800,AT1G32190
23838,AT1G03800,AT3G08630
63278,AT1G03800,AT5G48240
