,TFID,targetID
140137,AT1G01060,AT1G35310
88193,AT1G01060,AT4G27740
118852,AT1G01060,AT5G14780
39646,AT1G01060,AT3G27880
118809,AT1G01060,AT1G49130
88537,AT1G01060,AT5G41370
149210,AT1G01060,AT5G48480
88580,AT1G01060,AT5G04750
13932,AT1G01060,AT5G45610
149253,AT1G01060,AT1G75960
62823,AT1G01060,AT4G03960
88709,AT1G01060,AT2G32390
118766,AT1G01060,AT5G46050
62995,AT1G01060,AT1G22030
160003,AT1G01060,AT3G09390
88924,AT1G01060,AT2G20400
118637,AT1G01060,AT1G20630
4472,AT1G01060,AT4G15080
118594,AT1G01060,AT1G44350
39947,AT1G01060,AT5G07630
62608,AT1G01060,AT5G26610
159917,AT1G01060,AT1G71030
40033,AT1G01060,AT5G40140
149382,AT1G01060,AT3G28940
118422,AT1G01060,AT2G02955
62479,AT1G01060,AT3G63380
149425,AT1G01060,AT5G59780
149339,AT1G01060,AT4G11370
63038,AT1G01060,AT4G00330
39603,AT1G01060,AT1G21670
118981,AT1G01060,AT1G16840
120400,AT1G01060,AT5G27380
38485,AT1G01060,AT3G62660
160562,AT1G01060,AT4G11600
120357,AT1G01060,AT5G64880
120271,AT1G01060,AT1G08930
14448,AT1G01060,AT2G44490
63511,AT1G01060,AT1G66980
160476,AT1G01060,AT3G59350
148522,AT1G01060,AT2G26030
120228,AT1G01060,AT1G21840
63468,AT1G01060,AT5G25800
120142,AT1G01060,AT4G16770
120099,AT1G01060,AT4G13850
3956,AT1G01060,AT1G48790
120056,AT1G01060,AT4G21980
148737,AT1G01060,AT2G03530
119884,AT1G01060,AT1G77120
87720,AT1G01060,AT1G78170
38915,AT1G01060,AT5G57900
148780,AT1G01060,AT3G16460
63210,AT1G01060,AT3G25890
160304,AT1G01060,AT3G26280
119755,AT1G01060,AT2G43850
63167,AT1G01060,AT3G26100
87935,AT1G01060,AT3G52710
14190,AT1G01060,AT1G28610
160218,AT1G01060,AT3G15750
13631,AT1G01060,AT5G47020
117992,AT1G01060,AT1G24210
4644,AT1G01060,AT5G02800
117820,AT1G01060,AT5G38860
41366,AT1G01060,AT2G21940
116315,AT1G01060,AT3G62080
150027,AT1G01060,AT1G10200
150070,AT1G01060,AT1G17455
116272,AT1G01060,AT2G26240
41452,AT1G01060,AT3G25120
116229,AT1G01060,AT3G24760
90816,AT1G01060,AT1G64710
61103,AT1G01060,AT1G14210
41581,AT1G01060,AT5G67420
150285,AT1G01060,AT1G73700
41710,AT1G01060,AT3G28007
159014,AT1G01060,AT2G30750
115928,AT1G01060,AT2G38180
150371,AT1G01060,AT2G34200
115885,AT1G01060,AT4G23040
13115,AT1G01060,AT5G06560
60888,AT1G01060,AT3G30775
91504,AT1G01060,AT3G51830
115842,AT1G01060,AT3G47620
115799,AT1G01060,AT1G53440
41925,AT1G01060,AT3G59470
150586,AT1G01060,AT1G74940
158971,AT1G01060,AT5G27920
60673,AT1G01060,AT1G56610
91676,AT1G01060,AT1G16515
42226,AT1G01060,AT1G24160
116401,AT1G01060,AT2G04890
87204,AT1G01060,AT5G61990
61619,AT1G01060,AT5G07670
116573,AT1G01060,AT3G26290
117777,AT1G01060,AT1G62290
62307,AT1G01060,AT1G14340
89397,AT1G01060,AT4G04955
40549,AT1G01060,AT1G33780
62264,AT1G01060,AT3G50440
117605,AT1G01060,AT1G30240
117519,AT1G01060,AT1G74740
62221,AT1G01060,AT1G47330
13502,AT1G01060,AT1G47056
117390,AT1G01060,AT5G18310
89698,AT1G01060,AT3G57520
4730,AT1G01060,AT1G22280
117261,AT1G01060,AT3G45300
149640,AT1G01060,AT3G45260
40807,AT1G01060,AT2G26530
149726,AT1G01060,AT3G62750
13416,AT1G01060,AT5G22080
117089,AT1G01060,AT2G22970
61877,AT1G01060,AT1G71980
149812,AT1G01060,AT1G58410
149898,AT1G01060,AT5G26622
89956,AT1G01060,AT2G22300
116831,AT1G01060,AT4G22690
90085,AT1G01060,AT2G29995
13373,AT1G01060,AT1G54130
41151,AT1G01060,AT3G46010
159401,AT1G01060,AT1G25422
116487,AT1G01060,AT2G31160
13029,AT1G01060,AT3G04670
63769,AT1G01060,AT5G24890
3741,AT1G01060,AT5G61500
124442,AT1G01060,AT2G38670
146759,AT1G01060,AT5G50160
124399,AT1G01060,AT2G23755
15996,AT1G01060,AT1G68680
161551,AT1G01060,AT1G13930
15953,AT1G01060,AT1G01490
124055,AT1G01060,AT2G33150
35088,AT1G01060,AT1G75630
65532,AT1G01060,AT5G52880
161465,AT1G01060,AT1G60140
84366,AT1G01060,AT1G25580
2924,AT1G01060,AT1G28200
161680,AT1G01060,AT3G05160
35174,AT1G01060,AT1G80480
84538,AT1G01060,AT2G38420
147060,AT1G01060,AT3G50260
123453,AT1G01060,AT2G36090
84624,AT1G01060,AT5G07820
161293,AT1G01060,AT5G61440
123281,AT1G01060,AT2G29630
65360,AT1G01060,AT2G06005
123195,AT1G01060,AT5G39850
123109,AT1G01060,AT5G09630
3096,AT1G01060,AT1G44750
65274,AT1G01060,AT4G37608
35948,AT1G01060,AT2G28830
65489,AT1G01060,AT1G18850
124614,AT1G01060,AT4G04830
124657,AT1G01060,AT1G35190
83979,AT1G01060,AT5G18750
2494,AT1G01060,AT5G20700
126592,AT1G01060,AT4G08470
33110,AT1G01060,AT5G62640
66521,AT1G01060,AT2G45560
33239,AT1G01060,AT2G41430
145813,AT1G01060,AT4G16710
145856,AT1G01060,AT2G24762
162067,AT1G01060,AT1G49000
126205,AT1G01060,AT1G71910
162024,AT1G01060,AT1G21130
145942,AT1G01060,AT1G54410
125861,AT1G01060,AT5G01520
2580,AT1G01060,AT2G33470
125689,AT1G01060,AT5G53420
33927,AT1G01060,AT3G52430
146243,AT1G01060,AT1G20030
16383,AT1G01060,AT1G17940
146286,AT1G01060,AT5G26570
125431,AT1G01060,AT3G27906
124829,AT1G01060,AT5G44005
83764,AT1G01060,AT4G34920
146458,AT1G01060,AT1G49230
161809,AT1G01060,AT3G53990
34486,AT1G01060,AT1G17330
124743,AT1G01060,AT1G27290
124700,AT1G01060,AT2G31360
65833,AT1G01060,AT1G32230
15652,AT1G01060,AT1G65980
122980,AT1G01060,AT2G28630
122679,AT1G01060,AT4G12070
122636,AT1G01060,AT2G30860
37367,AT1G01060,AT4G10110
121475,AT1G01060,AT2G32280
3397,AT1G01060,AT5G61420
147834,AT1G01060,AT3G60980
86516,AT1G01060,AT5G53010
121217,AT1G01060,AT5G53160
147877,AT1G01060,AT2G27190
64371,AT1G01060,AT1G32090
147963,AT1G01060,AT5G60910
160777,AT1G01060,AT3G55450
121131,AT1G01060,AT5G63760
148006,AT1G01060,AT5G27940
148049,AT1G01060,AT5G64570
100792,AT1G01060,AT2G37890
120830,AT1G01060,AT5G16560
3612,AT1G01060,AT5G56530
120787,AT1G01060,AT5G25350
148135,AT1G01060,AT1G25320
86817,AT1G01060,AT1G23040
38055,AT1G01060,AT2G41620
86860,AT1G01060,AT3G25597
38227,AT1G01060,AT3G01100
148221,AT1G01060,AT5G27320
63812,AT1G01060,AT1G19270
87032,AT1G01060,AT1G13245
87075,AT1G01060,AT3G14230
148350,AT1G01060,AT5G06310
160906,AT1G01060,AT2G27430
14491,AT1G01060,AT5G67290
86430,AT1G01060,AT1G29400
121518,AT1G01060,AT2G37520
36249,AT1G01060,AT4G18240
122593,AT1G01060,AT1G53400
161121,AT1G01060,AT1G77145
122507,AT1G01060,AT2G01150
36593,AT1G01060,AT5G66950
147533,AT1G01060,AT1G04400
64973,AT1G01060,AT5G24660
122464,AT1G01060,AT1G20490
15136,AT1G01060,AT1G69510
122421,AT1G01060,AT5G19080
122292,AT1G01060,AT1G19960
64844,AT1G01060,AT1G13360
85785,AT1G01060,AT5G65670
122163,AT1G01060,AT4G19120
14964,AT1G01060,AT5G22290
3311,AT1G01060,AT4G34980
37066,AT1G01060,AT4G30080
121948,AT1G01060,AT5G44910
14921,AT1G01060,AT2G26580
85957,AT1G01060,AT1G61250
121905,AT1G01060,AT2G07180
160992,AT1G01060,AT5G03240
37152,AT1G01060,AT1G53450
121862,AT1G01060,AT4G13330
86344,AT1G01060,AT1G08550
37238,AT1G01060,AT3G21260
121776,AT1G01060,AT2G28930
147748,AT1G01060,AT3G46370
60544,AT1G01060,AT3G04730
114982,AT1G01060,AT3G06500
5289,AT1G01060,AT4G11960
97266,AT1G01060,AT3G18690
106769,AT1G01060,AT1G48300
55986,AT1G01060,AT1G12440
7267,AT1G01060,AT4G04970
106554,AT1G01060,AT2G26360
154198,AT1G01060,AT4G19645
106296,AT1G01060,AT4G00335
55900,AT1G01060,AT2G19180
49364,AT1G01060,AT2G02070
105909,AT1G01060,AT1G21830
49579,AT1G01060,AT5G63420
97739,AT1G01060,AT1G57980
154069,AT1G01060,AT1G26580
105780,AT1G01060,AT5G59950
9546,AT1G01060,AT5G43320
105436,AT1G01060,AT3G18770
7353,AT1G01060,AT4G36290
154370,AT1G01060,AT4G38340
105221,AT1G01060,AT1G32170
97911,AT1G01060,AT5G10790
156692,AT1G01060,AT5G67480
156649,AT1G01060,AT1G75800
104877,AT1G01060,AT3G10300
55470,AT1G01060,AT2G35230
50267,AT1G01060,AT5G39730
154585,AT1G01060,AT2G02990
