,TFID,targetID
9481,AT1G01720,AT5G53970
2128,AT1G01720,AT4G21910
5358,AT1G01720,AT3G26100
10298,AT1G01720,AT3G56880
722,AT1G01720,AT5G24780
5415,AT1G01720,AT2G43020
8816,AT1G01720,AT1G13250
798,AT1G01720,AT3G29590
3515,AT1G01720,AT4G34710
5472,AT1G01720,AT5G27600
5567,AT1G01720,AT1G24070
3496,AT1G01720,AT4G15490
5681,AT1G01720,AT1G72770
5852,AT1G01720,AT4G16190
893,AT1G01720,AT4G23600
912,AT1G01720,AT4G30960
3610,AT1G01720,AT5G53450
8208,AT1G01720,AT4G18670
12198,AT1G01720,AT5G01890
3648,AT1G01720,AT4G02280
2679,AT1G01720,AT1G65480
4978,AT1G01720,AT1G19330
4997,AT1G01720,AT5G49280
494,AT1G01720,AT2G05100
3705,AT1G01720,AT1G08230
9823,AT1G01720,AT1G20620
3686,AT1G01720,AT1G19660
3363,AT1G01720,AT1G47960
5016,AT1G01720,AT5G64430
12597,AT1G01720,AT2G21140
5035,AT1G01720,AT3G03341
589,AT1G01720,AT3G28220
12483,AT1G01720,AT2G24280
12445,AT1G01720,AT5G50160
627,AT1G01720,AT3G11410
12426,AT1G01720,AT3G10420
12635,AT1G01720,AT1G19910
8246,AT1G01720,AT1G19350
8835,AT1G01720,AT5G64250
931,AT1G01720,AT4G15440
6593,AT1G01720,AT1G07040
6612,AT1G01720,AT1G68570
6631,AT1G01720,AT5G50950
2470,AT1G01720,AT1G28230
6650,AT1G01720,AT1G64390
10716,AT1G01720,AT1G21670
7068,AT1G01720,AT2G03090
2831,AT1G01720,AT5G23940
6821,AT1G01720,AT5G14640
9215,AT1G01720,AT4G01070
7828,AT1G01720,AT4G12030
6992,AT1G01720,AT4G08870
6916,AT1G01720,AT4G21960
2907,AT1G01720,AT2G01610
1311,AT1G01720,AT5G43780
10906,AT1G01720,AT4G04750
6574,AT1G01720,AT1G04990
7125,AT1G01720,AT4G22240
10013,AT1G01720,AT3G28070
8892,AT1G01720,AT5G60360
2432,AT1G01720,AT1G46554
11628,AT1G01720,AT5G57040
8911,AT1G01720,AT1G18360
8949,AT1G01720,AT1G54100
8037,AT1G01720,AT3G59010
6213,AT1G01720,AT5G57900
9519,AT1G01720,AT2G32530
3173,AT1G01720,AT2G38400
1026,AT1G01720,AT1G64780
3154,AT1G01720,AT1G09500
6365,AT1G01720,AT5G37300
1881,AT1G01720,AT2G41240
6517,AT1G01720,AT4G23290
2755,AT1G01720,AT3G06780
6555,AT1G01720,AT4G28250
11400,AT1G01720,AT3G54600
12901,AT1G01720,AT5G53350
1805,AT1G01720,AT5G54585
4503,AT1G01720,AT1G45191
4807,AT1G01720,AT5G24150
8284,AT1G01720,AT4G40060
4769,AT1G01720,AT1G01470
1634,AT1G01720,AT4G33040
8531,AT1G01720,AT5G23050
4731,AT1G01720,AT1G26770
8417,AT1G01720,AT2G39220
76,AT1G01720,AT2G39800
13243,AT1G01720,AT1G11910
3895,AT1G01720,AT5G48150
4636,AT1G01720,AT4G17840
7581,AT1G01720,AT1G25440
13357,AT1G01720,AT3G04910
13224,AT1G01720,AT1G47128
8303,AT1G01720,AT3G23000
133,AT1G01720,AT2G40610
9671,AT1G01720,AT4G02890
4845,AT1G01720,AT2G47060
4579,AT1G01720,AT3G26740
285,AT1G01720,AT1G29395
361,AT1G01720,AT1G07430
2641,AT1G01720,AT5G59220
1672,AT1G01720,AT1G18710
4902,AT1G01720,AT5G10180
13547,AT1G01720,AT3G16140
12977,AT1G01720,AT5G61420
3971,AT1G01720,AT1G78670
2394,AT1G01720,AT1G73480
4617,AT1G01720,AT5G47370
9633,AT1G01720,AT2G35940
1729,AT1G01720,AT3G10150
190,AT1G01720,AT3G27690
2565,AT1G01720,AT2G04110
19,AT1G01720,AT3G29575
4598,AT1G01720,AT5G14780
13509,AT1G01720,AT5G63860
8265,AT1G01720,AT3G16520
13794,AT1G01720,AT4G28750
11401,AT1G13260,AT3G54600
10071,AT1G13260,AT4G27800
12009,AT1G13260,AT1G68600
6290,AT1G13260,AT4G22990
13225,AT1G13260,AT1G47128
5682,AT1G13260,AT1G72770
11686,AT1G13260,AT1G51140
9862,AT1G13260,AT2G27385
11990,AT1G13260,AT1G58030
6613,AT1G13260,AT1G68570
8304,AT1G13260,AT3G23000
5359,AT1G13260,AT3G26100
8684,AT1G13260,AT4G20170
2547,AT1G13260,AT2G38995
12750,AT1G13260,AT3G14720
7677,AT1G13260,AT1G15410
20,AT1G13260,AT3G29575
9824,AT1G13260,AT1G20620
10565,AT1G13260,AT3G15020
12522,AT1G13260,AT4G00440
13035,AT1G13260,AT4G15560
3231,AT1G13260,AT2G01890
4808,AT1G13260,AT5G24150
11762,AT1G13260,AT2G35680
12199,AT1G13260,AT5G01890
7088,AT1G13260,AT4G12910
9292,AT1G13260,AT5G65890
