,TFID,targetID
2623,AT1G08010,AT5G20610
3843,AT1G08010,AT1G14830
55266,AT1G08010,AT4G28570
88511,AT1G08010,AT5G64270
42456,AT1G08010,AT5G67360
118401,AT1G08010,AT3G50340
10736,AT1G08010,AT1G31730
16043,AT1G08010,AT3G43300
59719,AT1G08010,AT5G46630
149267,AT1G08010,AT2G28830
144204,AT1G08010,AT1G67190
167079,AT1G08010,AT4G08920
26535,AT1G08010,AT3G25040
80337,AT1G08010,AT4G14960
18300,AT1G08010,AT5G08580
144143,AT1G08010,AT3G53710
24583,AT1G08010,AT4G09570
44591,AT1G08010,AT1G60870
53619,AT1G08010,AT2G44060
188002,AT1G08010,AT1G75680
167628,AT1G08010,AT3G06590
59841,AT1G08010,AT1G31812
32208,AT1G08010,AT4G35830
168177,AT1G08010,AT5G53480
97112,AT1G08010,AT3G51180
168360,AT1G08010,AT3G03780
2379,AT1G08010,AT2G21600
75762,AT1G08010,AT4G01850
62525,AT1G08010,AT2G25430
135725,AT1G08010,AT5G44820
94794,AT1G08010,AT3G23690
27938,AT1G08010,AT2G30110
42639,AT1G08010,AT5G49980
15555,AT1G08010,AT5G27670
62708,AT1G08010,AT2G34150
155489,AT1G08010,AT2G03890
148596,AT1G08010,AT1G13880
34953,AT1G08010,AT5G08160
131699,AT1G08010,AT1G26580
6466,AT1G08010,AT1G47740
119316,AT1G08010,AT3G51550
139690,AT1G08010,AT5G56860
11529,AT1G08010,AT3G26400
37942,AT1G08010,AT1G50640
45445,AT1G08010,AT2G25250
15738,AT1G08010,AT4G13615
31171,AT1G08010,AT1G74910
189405,AT1G08010,AT2G22795
173606,AT1G08010,AT5G03040
21960,AT1G08010,AT4G14360
119194,AT1G08010,AT1G62020
82655,AT1G08010,AT2G03470
165920,AT1G08010,AT5G12850
144631,AT1G08010,AT3G46010
113277,AT1G08010,AT2G46810
113338,AT1G08010,AT2G29020
65148,AT1G08010,AT4G14030
11346,AT1G08010,AT3G52760
104920,AT1G08010,AT2G44160
90829,AT1G08010,AT3G59970
34648,AT1G08010,AT3G21220
11102,AT1G08010,AT2G04550
17873,AT1G08010,AT1G35160
114497,AT1G08010,AT3G18490
36661,AT1G08010,AT2G34840
9943,AT1G08010,AT3G23980
60756,AT1G08010,AT1G08760
151768,AT1G08010,AT5G05170
174399,AT1G08010,AT1G78300
60817,AT1G08010,AT4G03090
77104,AT1G08010,AT1G72790
99979,AT1G08010,AT1G75440
171227,AT1G08010,AT5G17630
77470,AT1G08010,AT2G35110
8906,AT1G08010,AT1G01550
151707,AT1G08010,AT5G52280
39711,AT1G08010,AT2G15230
173728,AT1G08010,AT2G37585
115717,AT1G08010,AT4G25870
3111,AT1G08010,AT5G45420
42273,AT1G08010,AT2G22480
85583,AT1G08010,AT5G16730
17324,AT1G08010,AT4G14920
48129,AT1G08010,AT5G47480
77531,AT1G08010,AT3G13690
107604,AT1G08010,AT3G08890
17446,AT1G08010,AT4G30260
48190,AT1G08010,AT1G11440
115412,AT1G08010,AT2G24300
77592,AT1G08010,AT1G13020
96502,AT1G08010,AT5G62180
128832,AT1G08010,AT3G54690
107543,AT1G08010,AT2G41430
173545,AT1G08010,AT3G09030
89487,AT1G08010,AT3G26810
24095,AT1G08010,AT5G19980
120048,AT1G08010,AT5G58940
108031,AT1G08010,AT5G48810
3294,AT1G08010,AT1G55590
169458,AT1G08010,AT5G10550
90097,AT1G08010,AT1G60070
117059,AT1G08010,AT2G02970
62220,AT1G08010,AT3G19420
56608,AT1G08010,AT1G30450
76494,AT1G08010,AT4G08685
49715,AT1G08010,AT2G20190
