,TFID,targetID
0,AT1G18330,AT3G20810
8528,AT1G18330,AT3G22190
7800,AT1G18330,AT1G61260
5720,AT1G18330,AT4G02380
11986,AT1G18330,AT3G20800
3406,AT1G18330,AT5G59870
11024,AT1G18330,AT5G26570
8554,AT1G18330,AT2G31270
11076,AT1G18330,AT4G15233
12038,AT1G18330,AT1G50740
12116,AT1G18330,AT1G24150
2080,AT1G18330,AT1G49750
11544,AT1G18330,AT5G53420
10452,AT1G18330,AT1G31850
3640,AT1G18330,AT5G28540
1248,AT1G18330,AT5G58310
5434,AT1G18330,AT1G62870
832,AT1G18330,AT4G20370
3744,AT1G18330,AT5G54860
780,AT1G18330,AT5G22380
5226,AT1G18330,AT2G40750
10348,AT1G18330,AT2G18960
8944,AT1G18330,AT1G12200
13000,AT1G18330,AT5G09870
2548,AT1G18330,AT4G38520
2210,AT1G18330,AT3G23740
9074,AT1G18330,AT3G28940
4056,AT1G18330,AT3G05740
9100,AT1G18330,AT2G30766
572,AT1G18330,AT2G14560
11466,AT1G18330,AT2G36390
8112,AT1G18330,AT5G52882
13858,AT1G18330,AT1G71960
5902,AT1G18330,AT3G59570
13520,AT1G18330,AT3G23530
13494,AT1G18330,AT3G24760
11622,AT1G18330,AT4G09570
1664,AT1G18330,AT5G62670
11674,AT1G18330,AT5G01890
1612,AT1G18330,AT5G61000
6240,AT1G18330,AT1G65470
8164,AT1G18330,AT2G28080
10894,AT1G18330,AT1G60890
11700,AT1G18330,AT1G77510
8060,AT1G18330,AT5G48380
1560,AT1G18330,AT1G65480
14300,AT1G18330,AT5G51820
10816,AT1G18330,AT1G20840
8242,AT1G18330,AT1G08930
6682,AT1G18330,AT5G41460
11752,AT1G18330,AT1G13210
1482,AT1G18330,AT5G61380
11596,AT1G18330,AT4G34390
6110,AT1G18330,AT1G59870
1456,AT1G18330,AT3G61280
6552,AT1G18330,AT1G30280
13338,AT1G18330,AT3G17340
14014,AT1G18330,AT4G09020
11778,AT1G18330,AT4G30350
2678,AT1G18330,AT1G43910
8372,AT1G18330,AT3G14840
6006,AT1G18330,AT5G56040
10582,AT1G18330,AT5G04930
6578,AT1G18330,AT1G14170
3276,AT1G18330,AT4G15440
3068,AT1G18330,AT5G22570
4992,AT1G18330,AT3G59350
13026,AT1G18330,AT2G03480
4706,AT1G18330,AT2G29720
2470,AT1G18330,AT2G43150
9542,AT1G18330,AT3G50950
2444,AT1G18330,AT1G76620
9386,AT1G18330,AT5G64550
156,AT1G18330,AT3G48360
286,AT1G18330,AT3G07650
4186,AT1G18330,AT5G49160
12740,AT1G18330,AT2G37540
6942,AT1G18330,AT1G01300
15158,AT1G18330,AT4G21960
12870,AT1G18330,AT3G59100
9698,AT1G18330,AT3G24503
7072,AT1G18330,AT5G38980
9568,AT1G18330,AT1G24020
12766,AT1G18330,AT3G21810
4524,AT1G18330,AT5G65920
15210,AT1G18330,AT2G44210
2288,AT1G18330,AT5G65630
7202,AT1G18330,AT3G22550
15314,AT1G18330,AT4G00330
52,AT1G18330,AT5G37260
234,AT1G18330,AT1G52770
11440,AT1G18330,AT2G37710
6890,AT1G18330,AT5G63420
10062,AT1G18330,AT5G57110
13650,AT1G18330,AT2G20020
9724,AT1G18330,AT1G11310
4160,AT1G18330,AT4G16370
9854,AT1G18330,AT5G64630
9334,AT1G18330,AT2G30070
12662,AT1G18330,AT5G53370
2366,AT1G18330,AT5G03350
5747,AT1G29160,AT5G17700
6007,AT1G29160,AT5G56040
183,AT1G29160,AT4G33980
1301,AT1G29160,AT5G61440
12767,AT1G29160,AT3G21810
3277,AT1G29160,AT4G15440
1353,AT1G29160,AT3G23120
12663,AT1G29160,AT5G53370
5903,AT1G29160,AT3G59570
2471,AT1G29160,AT2G43150
10973,AT1G29160,AT4G37640
8529,AT1G29160,AT3G22190
11571,AT1G29160,AT1G35720
4993,AT1G29160,AT3G59350
8347,AT1G29160,AT2G25790
6475,AT1G29160,AT5G66620
1665,AT1G29160,AT5G62670
11597,AT1G29160,AT4G34390
6241,AT1G29160,AT1G65470
9725,AT1G29160,AT1G11310
1587,AT1G29160,AT5G49330
9855,AT1G29160,AT5G64630
4525,AT1G29160,AT5G65920
2991,AT1G29160,AT5G51770
53,AT1G29160,AT5G37260
10817,AT1G29160,AT1G20840
10895,AT1G29160,AT1G60890
4551,AT1G29160,AT2G17120
2705,AT1G29160,AT1G80280
8243,AT1G29160,AT1G08930
157,AT1G29160,AT3G48360
2263,AT1G29160,AT5G23420
8321,AT1G29160,AT1G66970
13677,AT1G29160,AT4G00730
9673,AT1G29160,AT2G34150
11779,AT1G29160,AT4G30350
8009,AT1G29160,AT3G56400
12689,AT1G29160,AT2G21130
14561,AT1G29160,AT1G27450
261,AT1G29160,AT5G59570
8815,AT1G29160,AT5G06610
13027,AT1G29160,AT2G03480
2653,AT1G29160,AT4G22980
2601,AT1G29160,AT3G06890
8841,AT1G29160,AT3G14990
6761,AT1G29160,AT2G37630
12429,AT1G29160,AT3G52470
10375,AT1G29160,AT2G33170
729,AT1G29160,AT5G15840
2289,AT1G29160,AT5G65630
8945,AT1G29160,AT1G12200
12871,AT1G29160,AT3G59100
2549,AT1G29160,AT4G38520
677,AT1G29160,AT1G48210
5149,AT1G29160,AT3G46640
12637,AT1G29160,AT4G36920
8971,AT1G29160,AT1G51660
5045,AT1G29160,AT3G25882
10167,AT1G29160,AT2G36010
2211,AT1G29160,AT3G23740
4161,AT1G29160,AT4G16370
7411,AT1G29160,AT2G25930
4135,AT1G29160,AT3G19100
6865,AT1G29160,AT2G13790
547,AT1G29160,AT2G47800
5435,AT1G29160,AT1G62870
11415,AT1G29160,AT2G25620
9465,AT1G29160,AT3G13470
2107,AT1G29160,AT5G61190
11259,AT1G29160,AT5G10290
13521,AT1G29160,AT3G23530
10479,AT1G29160,AT1G65010
13079,AT1G29160,AT4G36520
5695,AT1G29160,AT2G07690
3485,AT1G29160,AT3G56480
4837,AT1G29160,AT3G50810
13807,AT1G29160,AT4G16340
13911,AT1G29160,AT5G66320
8763,AT1G29160,AT3G09440
287,AT1G29160,AT3G07650
7203,AT1G29160,AT3G22550
8113,AT1G29160,AT5G52882
911,AT1G29160,AT5G48250
5461,AT1G29160,AT2G31010
963,AT1G29160,AT5G24390
10453,AT1G29160,AT1G31850
8789,AT1G29160,AT3G55450
7776,AT1G53170,AT5G52950
2368,AT1G53170,AT5G03350
13860,AT1G53170,AT1G71960
8010,AT1G53170,AT3G56400
7516,AT1G53170,AT3G54650
7802,AT1G53170,AT1G61260
2732,AT1G53170,AT4G22770
13990,AT1G53170,AT3G13510
7620,AT1G53170,AT2G16780
7880,AT1G53170,AT1G17745
11104,AT1G53170,AT5G47910
1770,AT1G53170,AT2G47130
7984,AT1G53170,AT3G42660
11286,AT1G53170,AT1G04870
1796,AT1G53170,AT1G55850
13496,AT1G53170,AT3G24760
11494,AT1G53170,AT4G34480
11182,AT1G53170,AT3G16910
6970,AT1G53170,AT5G23050
14068,AT1G53170,AT1G59620
2290,AT1G53170,AT5G65630
7074,AT1G53170,AT5G38980
13652,AT1G53170,AT2G20020
2394,AT1G53170,AT4G27900
12248,AT1G53170,AT3G45310
9518,AT1G53170,AT2G16440
262,AT1G53170,AT5G59570
12560,AT1G53170,AT4G29840
10506,AT1G53170,AT1G56190
8530,AT1G53170,AT3G22190
1146,AT1G53170,AT5G05250
4214,AT1G53170,AT1G28480
5696,AT1G53170,AT2G07690
10558,AT1G53170,AT3G11840
15082,AT1G53170,AT3G52960
444,AT1G53170,AT1G14880
12118,AT1G53170,AT1G24150
14094,AT1G53170,AT1G08130
5410,AT1G53170,AT2G48030
12430,AT1G53170,AT3G52470
10168,AT1G53170,AT2G36010
5072,AT1G53170,AT3G17840
4136,AT1G53170,AT3G19100
10116,AT1G53170,AT3G14310
14536,AT1G53170,AT3G23940
5774,AT1G53170,AT2G02810
14484,AT1G53170,AT2G21970
6372,AT1G53170,AT5G10550
11624,AT1G53170,AT4G09570
6216,AT1G53170,AT5G08260
2992,AT1G53170,AT5G51770
14198,AT1G53170,AT2G44310
4526,AT1G53170,AT5G65920
14302,AT1G53170,AT5G51820
14380,AT1G53170,AT2G22450
12690,AT1G53170,AT2G21130
10740,AT1G53170,AT2G45440
14952,AT1G53170,AT2G35390
13262,AT1G53170,AT2G19310
13314,AT1G53170,AT5G62720
4448,AT1G53170,AT1G07000
12665,AT1G64620,AT5G53370
4137,AT1G64620,AT3G19100
4995,AT1G64620,AT3G59350
12873,AT1G64620,AT3G59100
6867,AT1G64620,AT2G13790
4527,AT1G64620,AT5G65920
4397,AT1G64620,AT1G69770
13679,AT1G64620,AT4G00730
4319,AT1G64620,AT5G22060
4579,AT1G64620,AT5G67480
4969,AT1G64620,AT1G79110
6893,AT1G64620,AT5G63420
2499,AT1G64620,AT1G58602
4839,AT1G64620,AT3G50810
4371,AT1G64620,AT3G11402
4553,AT1G64620,AT2G17120
12639,AT1G64620,AT4G36920
4865,AT1G64620,AT3G47570
2473,AT1G64620,AT2G43150
12743,AT1G64620,AT2G37540
4163,AT1G64620,AT4G16370
11599,AT1G64620,AT4G34390
5047,AT1G64620,AT3G25882
6243,AT1G64620,AT1G65470
2993,AT1G64620,AT5G51770
6139,AT1G64620,AT1G61420
13341,AT1G64620,AT3G17340
6555,AT1G64620,AT1G30280
6061,AT1G64620,AT4G33140
11781,AT1G64620,AT4G30350
6009,AT1G64620,AT5G56040
11573,AT1G64620,AT1G35720
2681,AT1G64620,AT1G43910
3279,AT1G64620,AT4G15440
6997,AT1G64620,AT1G68050
5801,AT1G64620,AT1G02850
11937,AT1G64620,AT5G36930
2655,AT1G64620,AT4G22980
3409,AT1G64620,AT5G59870
5697,AT1G64620,AT2G07690
3877,AT1G64620,AT2G15390
2551,AT1G64620,AT4G38520
13003,AT1G64620,AT5G09870
12431,AT1G64620,AT3G52470
6763,AT1G64620,AT2G37630
13029,AT1G64620,AT2G03480
12977,AT1G64620,AT5G02290
5437,AT1G64620,AT1G62870
5619,AT1G64620,AT4G28490
13523,AT1G64620,AT3G23530
3487,AT1G64620,AT3G56480
11547,AT1G64620,AT5G53420
13081,AT1G64620,AT4G36520
6685,AT1G64620,AT5G41460
3565,AT1G64620,AT2G46430
5905,AT1G64620,AT3G59570
2265,AT1G64620,AT5G23420
14563,AT1G64620,AT1G27450
8323,AT1G64620,AT1G66970
14459,AT1G64620,AT5G13750
9337,AT1G64620,AT2G30070
10715,AT1G64620,AT5G47250
9467,AT1G64620,AT3G13470
8245,AT1G64620,AT1G08930
289,AT1G64620,AT3G07650
10819,AT1G64620,AT1G20840
1667,AT1G64620,AT5G62670
8349,AT1G64620,AT2G25790
263,AT1G64620,AT5G59570
1719,AT1G64620,AT2G18660
10845,AT1G64620,AT4G00490
8037,AT1G64620,AT3G51340
14069,AT1G64620,AT1G59620
8011,AT1G64620,AT3G56400
10065,AT1G64620,AT5G57110
7907,AT1G64620,AT1G05950
10923,AT1G64620,AT5G14920
15369,AT1G64620,AT1G61740
8115,AT1G64620,AT5G52882
13991,AT1G64620,AT3G13510
8375,AT1G64620,AT3G14840
10169,AT1G64620,AT2G36010
8947,AT1G64620,AT1G12200
10351,AT1G64620,AT2G18960
757,AT1G64620,AT1G47400
10377,AT1G64620,AT2G33170
8843,AT1G64620,AT3G14990
8817,AT1G64620,AT5G06610
8791,AT1G64620,AT3G55450
991,AT1G64620,AT4G24970
8765,AT1G64620,AT3G09440
1355,AT1G64620,AT3G23120
14641,AT1G64620,AT4G03080
8713,AT1G64620,AT3G21750
10481,AT1G64620,AT1G65010
14589,AT1G64620,AT5G08660
549,AT1G64620,AT2G47800
10195,AT1G64620,AT1G12380
2395,AT1G64620,AT4G27900
8531,AT1G64620,AT3G22190
1277,AT1G64620,AT3G11010
1303,AT1G64620,AT5G61440
10455,AT1G64620,AT1G31850
10975,AT1G64620,AT4G37640
1563,AT1G64620,AT1G65480
679,AT1G64620,AT1G48210
13809,AT1G64620,AT4G16340
2213,AT1G64620,AT3G23740
13861,AT1G64620,AT1G71960
7413,AT1G64620,AT2G25930
55,AT1G64620,AT5G37260
7205,AT1G64620,AT3G22550
11313,AT1G64620,AT4G11680
9857,AT1G64620,AT5G64630
9675,AT1G64620,AT2G34150
15265,AT1G64620,AT1G68890
2109,AT1G64620,AT5G61190
2343,AT1G64620,AT2G23680
13757,AT1G64620,AT5G63410
159,AT1G64620,AT3G48360
9727,AT1G64620,AT1G11310
13913,AT1G64620,AT5G66320
185,AT1G64620,AT4G33980
7206,AT1G69570,AT3G22550
13082,AT1G69570,AT4G36520
56,AT1G69570,AT5G37260
5698,AT1G69570,AT2G07690
8532,AT1G69570,AT3G22190
5152,AT1G69570,AT3G46640
9858,AT1G69570,AT5G64630
732,AT1G69570,AT5G15840
5750,AT1G69570,AT5G17700
12874,AT1G69570,AT3G59100
11418,AT1G69570,AT2G25620
1304,AT1G69570,AT5G61440
8402,AT1G69570,AT5G08380
5906,AT1G69570,AT3G59570
13810,AT1G69570,AT4G16340
1356,AT1G69570,AT3G23120
10482,AT1G69570,AT1G65010
6998,AT1G69570,AT1G68050
10378,AT1G69570,AT2G33170
8818,AT1G69570,AT5G06610
2344,AT1G69570,AT2G23680
10274,AT1G69570,AT4G26270
8792,AT1G69570,AT3G55450
8948,AT1G69570,AT1G12200
13030,AT1G69570,AT2G03480
5438,AT1G69570,AT1G62870
966,AT1G69570,AT5G24390
10196,AT1G69570,AT1G12380
13680,AT1G69570,AT4G00730
11314,AT1G69570,AT4G11680
5048,AT1G69570,AT3G25882
13914,AT1G69570,AT5G66320
550,AT1G69570,AT2G47800
3488,AT1G69570,AT3G56480
11262,AT1G69570,AT5G10290
5100,AT1G69570,AT5G15870
10456,AT1G69570,AT1G31850
4138,AT1G69570,AT3G19100
992,AT1G69570,AT4G24970
2474,AT1G69570,AT2G43150
10976,AT1G69570,AT4G37640
680,AT1G69570,AT1G48210
1564,AT1G69570,AT1G65480
6140,AT1G69570,AT1G61420
7986,AT1G69570,AT3G42660
11678,AT1G69570,AT5G01890
9676,AT1G69570,AT2G34150
1590,AT1G69570,AT5G49330
10066,AT1G69570,AT5G57110
4164,AT1G69570,AT4G16370
10820,AT1G69570,AT1G20840
264,AT1G69570,AT5G59570
1668,AT1G69570,AT5G62670
2604,AT1G69570,AT3G06890
7414,AT1G69570,AT2G25930
8116,AT1G69570,AT5G52882
6764,AT1G69570,AT2G37630
2110,AT1G69570,AT5G61190
8012,AT1G69570,AT3G56400
4320,AT1G69570,AT5G22060
2994,AT1G69570,AT5G51770
10898,AT1G69570,AT1G60890
8246,AT1G69570,AT1G08930
