,TFID,targetID
16825,AT1G18330,AT1G14370
1325,AT1G18330,AT5G40390
9775,AT1G18330,AT1G32540
15475,AT1G18330,AT5G56270
15525,AT1G18330,AT3G14840
1300,AT1G18330,AT4G12310
2700,AT1G18330,AT1G20693
15550,AT1G18330,AT1G78830
9700,AT1G18330,AT1G69760
15600,AT1G18330,AT4G20320
15625,AT1G18330,AT3G18830
9650,AT1G18330,AT2G44490
2750,AT1G18330,AT2G38310
15675,AT1G18330,AT1G05300
9600,AT1G18330,AT1G61740
15725,AT1G18330,AT2G28550
9525,AT1G18330,AT2G35650
1250,AT1G18330,AT5G56240
9475,AT1G18330,AT1G21440
15775,AT1G18330,AT5G13930
9375,AT1G18330,AT2G25900
15850,AT1G18330,AT2G20180
15900,AT1G18330,AT4G13195
9350,AT1G18330,AT5G05250
9275,AT1G18330,AT4G33040
15950,AT1G18330,AT5G60270
15975,AT1G18330,AT4G16563
1175,AT1G18330,AT3G21240
9825,AT1G18330,AT1G77990
16000,AT1G18330,AT1G74770
15450,AT1G18330,AT5G35732
15350,AT1G18330,AT1G32450
10250,AT1G18330,AT1G78600
1450,AT1G18330,AT1G37130
10225,AT1G18330,AT4G19380
14875,AT1G18330,AT5G64120
14925,AT1G18330,AT1G23390
10125,AT1G18330,AT5G22390
1425,AT1G18330,AT4G17770
10100,AT1G18330,AT3G46540
14950,AT1G18330,AT3G45210
14975,AT1G18330,AT4G19970
10050,AT1G18330,AT1G50740
15000,AT1G18330,AT1G61380
1400,AT1G18330,AT3G14230
15025,AT1G18330,AT1G35230
1375,AT1G18330,AT1G18150
15100,AT1G18330,AT1G56020
15150,AT1G18330,AT4G18010
10000,AT1G18330,AT1G23020
15175,AT1G18330,AT5G26340
15200,AT1G18330,AT1G77760
9975,AT1G18330,AT5G65870
1350,AT1G18330,AT4G19170
9950,AT1G18330,AT3G29035
9925,AT1G18330,AT4G26070
9900,AT1G18330,AT5G18490
15300,AT1G18330,AT5G12420
15325,AT1G18330,AT1G15890
9850,AT1G18330,AT3G11690
10275,AT1G18330,AT5G45800
9200,AT1G18330,AT3G28910
16125,AT1G18330,AT5G23510
12325,AT1G18330,AT4G27900
16850,AT1G18330,AT3G49780
8675,AT1G18330,AT1G30330
16875,AT1G18330,AT5G26230
8650,AT1G18330,AT4G35750
16900,AT1G18330,AT5G24570
16950,AT1G18330,AT1G25440
8600,AT1G18330,AT3G49210
8575,AT1G18330,AT4G26130
8550,AT1G18330,AT2G05940
8525,AT1G18330,AT4G02380
8500,AT1G18330,AT4G33300
8350,AT1G18330,AT3G50700
8325,AT1G18330,AT5G61270
3025,AT1G18330,AT3G52240
17050,AT1G18330,AT1G59870
17075,AT1G18330,AT5G11060
8300,AT1G18330,AT2G40110
8275,AT1G18330,AT3G01310
17125,AT1G18330,AT5G01550
8225,AT1G18330,AT4G12320
8175,AT1G18330,AT1G13360
17150,AT1G18330,AT5G01820
8150,AT1G18330,AT5G57180
17225,AT1G18330,AT2G26560
3075,AT1G18330,AT4G37150
17275,AT1G18330,AT2G05440
16800,AT1G18330,AT1G14870
16075,AT1G18330,AT5G50760
1075,AT1G18330,AT5G19140
8700,AT1G18330,AT1G56430
9125,AT1G18330,AT2G32530
2825,AT1G18330,AT5G13140
16200,AT1G18330,AT3G26470
16225,AT1G18330,AT2G29670
1150,AT1G18330,AT1G29670
16250,AT1G18330,AT1G22070
16325,AT1G18330,AT5G25810
9025,AT1G18330,AT3G50840
16350,AT1G18330,AT4G11000
9000,AT1G18330,AT1G35260
16375,AT1G18330,AT5G44190
16400,AT1G18330,AT3G04010
16425,AT1G18330,AT5G07690
2850,AT1G18330,AT2G46550
8950,AT1G18330,AT4G29950
1125,AT1G18330,AT5G49760
8900,AT1G18330,AT1G77660
16475,AT1G18330,AT4G36500
16500,AT1G18330,AT1G65800
8850,AT1G18330,AT3G63210
16550,AT1G18330,AT4G21760
8800,AT1G18330,AT3G25870
16650,AT1G18330,AT1G65486
8750,AT1G18330,AT5G04530
16700,AT1G18330,AT1G65690
8725,AT1G18330,AT1G76790
16750,AT1G18330,AT3G18400
16775,AT1G18330,AT5G13180
8125,AT1G18330,AT4G17900
2600,AT1G18330,AT4G16190
14750,AT1G18330,AT1G72510
11925,AT1G18330,AT4G15500
12800,AT1G18330,AT5G11670
11875,AT1G18330,AT4G05150
11850,AT1G18330,AT2G26190
1850,AT1G18330,AT2G44210
12825,AT1G18330,AT1G62975
11825,AT1G18330,AT1G20190
12900,AT1G18330,AT1G24150
11800,AT1G18330,AT3G52710
12925,AT1G18330,AT1G76890
11775,AT1G18330,AT2G28110
12950,AT1G18330,AT5G54145
11725,AT1G18330,AT2G43140
12975,AT1G18330,AT4G23750
11700,AT1G18330,AT4G23030
2250,AT1G18330,AT1G08910
11600,AT1G18330,AT4G11890
1775,AT1G18330,AT3G44990
11575,AT1G18330,AT2G02220
13050,AT1G18330,AT5G62630
13100,AT1G18330,AT1G13260
11525,AT1G18330,AT3G19030
13125,AT1G18330,AT1G22890
13150,AT1G18330,AT3G52430
13175,AT1G18330,AT2G40330
1750,AT1G18330,AT5G46760
11475,AT1G18330,AT2G37440
12775,AT1G18330,AT1G05000
11450,AT1G18330,AT1G51060
2175,AT1G18330,AT4G33080
1875,AT1G18330,AT1G48300
2050,AT1G18330,AT5G46790
12300,AT1G18330,AT2G22770
12425,AT1G18330,AT4G24050
12275,AT1G18330,AT5G03700
2000,AT1G18330,AT3G54640
12250,AT1G18330,AT2G44940
12450,AT1G18330,AT2G47140
1975,AT1G18330,AT4G04720
12225,AT1G18330,AT1G67400
12475,AT1G18330,AT4G29905
12500,AT1G18330,AT4G31800
12525,AT1G18330,AT4G26080
2100,AT1G18330,AT5G65310
12175,AT1G18330,AT4G29720
1950,AT1G18330,AT3G13080
12575,AT1G18330,AT5G56860
2125,AT1G18330,AT1G63010
12600,AT1G18330,AT4G34180
12150,AT1G18330,AT5G17300
12675,AT1G18330,AT1G13700
12100,AT1G18330,AT1G34640
12075,AT1G18330,AT1G51805
12025,AT1G18330,AT2G39400
12700,AT1G18330,AT4G23010
12725,AT1G18330,AT2G37430
12000,AT1G18330,AT4G00970
11975,AT1G18330,AT4G03420
11950,AT1G18330,AT4G24780
2575,AT1G18330,AT5G43470
