,TFID,targetID
21720,AT1G18330,AT2G31230
18480,AT1G18330,AT5G40450
18600,AT1G18330,AT5G46520
2370,AT1G18330,AT3G25870
2310,AT1G18330,AT5G58600
18750,AT1G18330,AT2G36090
18990,AT1G18330,AT4G23550
19050,AT1G18330,AT2G16365
19080,AT1G18330,AT3G22180
19110,AT1G18330,AT1G78240
19290,AT1G18330,AT3G04910
19530,AT1G18330,AT3G23150
19590,AT1G18330,AT5G59780
19680,AT1G18330,AT5G28300
18360,AT1G18330,AT1G07620
19740,AT1G18330,AT1G73810
19890,AT1G18330,AT2G28660
19980,AT1G18330,AT4G18390
20070,AT1G18330,AT5G15650
2220,AT1G18330,AT1G05805
20130,AT1G18330,AT2G13100
20280,AT1G18330,AT2G44940
20430,AT1G18330,AT2G37540
2190,AT1G18330,AT4G01670
20610,AT1G18330,AT3G58570
20670,AT1G18330,AT1G12090
20700,AT1G18330,AT5G57660
20760,AT1G18330,AT1G11170
2130,AT1G18330,AT5G62350
19770,AT1G18330,AT2G04240
18270,AT1G18330,AT5G16560
18150,AT1G18330,AT3G22930
18120,AT1G18330,AT1G65790
2730,AT1G18330,AT3G61060
15600,AT1G18330,AT4G19960
15630,AT1G18330,AT4G05150
15660,AT1G18330,AT3G45970
15720,AT1G18330,AT2G44490
15780,AT1G18330,AT3G57520
15900,AT1G18330,AT5G25790
15960,AT1G18330,AT4G17150
15990,AT1G18330,AT4G23040
16080,AT1G18330,AT5G27280
16110,AT1G18330,AT3G15630
16230,AT1G18330,AT1G53510
2610,AT1G18330,AT3G51660
16290,AT1G18330,AT1G10060
16620,AT1G18330,AT1G71240
16680,AT1G18330,AT4G37740
16710,AT1G18330,AT5G02890
16950,AT1G18330,AT1G14720
17010,AT1G18330,AT4G04450
17040,AT1G18330,AT2G27770
17460,AT1G18330,AT5G67470
2520,AT1G18330,AT5G50450
17760,AT1G18330,AT3G61260
17820,AT1G18330,AT4G25350
17850,AT1G18330,AT3G60520
17970,AT1G18330,AT2G29670
18030,AT1G18330,AT2G27200
18060,AT1G18330,AT5G64330
18090,AT1G18330,AT1G30100
20850,AT1G18330,AT5G37780
21030,AT1G18330,AT1G60140
2100,AT1G18330,AT1G16850
21240,AT1G18330,AT5G47240
24390,AT1G18330,AT5G20830
24420,AT1G18330,AT4G35310
24810,AT1G18330,AT1G15100
1680,AT1G18330,AT5G52882
25020,AT1G18330,AT2G16990
25110,AT1G18330,AT1G77850
25140,AT1G18330,AT3G55880
25170,AT1G18330,AT1G18850
25200,AT1G18330,AT3G19553
25230,AT1G18330,AT2G29720
1650,AT1G18330,AT3G45260
25380,AT1G18330,AT4G02550
25440,AT1G18330,AT5G21280
25470,AT1G18330,AT1G69160
25620,AT1G18330,AT1G71800
1590,AT1G18330,AT1G10550
25650,AT1G18330,AT2G36420
25680,AT1G18330,AT5G19530
25830,AT1G18330,AT1G67850
25950,AT1G18330,AT3G52430
26100,AT1G18330,AT5G24530
26130,AT1G18330,AT2G40460
26250,AT1G18330,AT5G11790
26340,AT1G18330,AT4G17090
1530,AT1G18330,AT2G31360
26430,AT1G18330,AT1G63270
26490,AT1G18330,AT5G16040
26730,AT1G18330,AT5G51180
26880,AT1G18330,AT1G53440
24300,AT1G18330,AT2G21880
15450,AT1G18330,AT2G06850
24210,AT1G18330,AT1G48100
24150,AT1G18330,AT1G42470
21270,AT1G18330,AT4G01120
2040,AT1G18330,AT1G22530
21360,AT1G18330,AT2G22190
21540,AT1G18330,AT1G13210
21630,AT1G18330,AT5G01200
21840,AT1G18330,AT2G02450
2010,AT1G18330,AT4G30270
21870,AT1G18330,AT2G01930
21990,AT1G18330,AT1G11260
22050,AT1G18330,AT2G47240
22110,AT1G18330,AT5G55990
22200,AT1G18330,AT3G49210
1980,AT1G18330,AT4G16146
22470,AT1G18330,AT4G15910
22560,AT1G18330,AT4G29900
22590,AT1G18330,AT1G10140
22710,AT1G18330,AT5G23210
22740,AT1G18330,AT5G50840
22830,AT1G18330,AT5G55930
22860,AT1G18330,AT5G25280
23070,AT1G18330,AT2G46620
23160,AT1G18330,AT1G13260
23370,AT1G18330,AT5G46710
23490,AT1G18330,AT3G52420
23610,AT1G18330,AT2G03480
23640,AT1G18330,AT4G18280
1800,AT1G18330,AT5G37440
23820,AT1G18330,AT4G00950
23910,AT1G18330,AT5G45820
1740,AT1G18330,AT3G50700
15420,AT1G18330,AT3G60530
15330,AT1G18330,AT5G60850
2790,AT1G18330,AT1G22570
6510,AT1G18330,AT3G19930
6570,AT1G18330,AT1G15670
6690,AT1G18330,AT3G11850
3510,AT1G18330,AT5G23870
6780,AT1G18330,AT1G12710
7080,AT1G18330,AT4G39260
7110,AT1G18330,AT1G32860
7290,AT1G18330,AT5G51550
7320,AT1G18330,AT3G53990
7350,AT1G18330,AT1G08920
7410,AT1G18330,AT4G18422
7440,AT1G18330,AT5G39240
7500,AT1G18330,AT1G08090
7590,AT1G18330,AT5G53290
7620,AT1G18330,AT1G78260
7650,AT1G18330,AT5G02860
7680,AT1G18330,AT3G30775
7830,AT1G18330,AT5G23575
7950,AT1G18330,AT4G14580
7980,AT1G18330,AT3G13310
8280,AT1G18330,AT2G16890
8370,AT1G18330,AT4G24015
8490,AT1G18330,AT3G05220
8580,AT1G18330,AT1G07280
8700,AT1G18330,AT3G25717
9090,AT1G18330,AT1G72150
9120,AT1G18330,AT1G21130
9390,AT1G18330,AT5G44260
9450,AT1G18330,AT3G47620
6480,AT1G18330,AT1G08930
9510,AT1G18330,AT1G51790
6450,AT1G18330,AT5G04820
6060,AT1G18330,AT4G27950
3990,AT1G18330,AT5G25110
4020,AT1G18330,AT1G69040
3870,AT1G18330,AT5G46330
4110,AT1G18330,AT1G05000
