,TFID,targetID
83565,AT1G01060,AT2G15620
146565,AT1G01060,AT1G73390
28395,AT1G01060,AT3G21670
28260,AT1G01060,AT1G30100
7470,AT1G01060,AT5G13170
163935,AT1G01060,AT5G39980
161145,AT1G01060,AT3G25805
146610,AT1G01060,AT5G22740
12600,AT1G01060,AT4G34260
94140,AT1G01060,AT1G78100
41400,AT1G01060,AT1G23090
12735,AT1G01060,AT4G25490
155700,AT1G01060,AT1G49890
27540,AT1G01060,AT1G77640
93690,AT1G01060,AT5G56320
55440,AT1G01060,AT5G52060
146700,AT1G01060,AT1G47290
117630,AT1G01060,AT4G22910
117585,AT1G01060,AT1G73600
114885,AT1G01060,AT1G03780
161550,AT1G01060,AT3G29575
7875,AT1G01060,AT3G23530
54090,AT1G01060,AT2G40475
115650,AT1G01060,AT2G37710
95940,AT1G01060,AT3G23590
7605,AT1G01060,AT5G24120
40410,AT1G01060,AT5G53970
29205,AT1G01060,AT3G44220
116595,AT1G01060,AT1G76620
29160,AT1G01060,AT1G21060
94905,AT1G01060,AT1G10470
78615,AT1G01060,AT1G61215
29025,AT1G01060,AT3G54990
94590,AT1G01060,AT4G13340
12780,AT1G01060,AT4G12980
120330,AT1G01060,AT3G06410
70605,AT1G01060,AT5G41460
55710,AT1G01060,AT5G54670
13590,AT1G01060,AT1G70260
144900,AT1G01060,AT1G77740
91800,AT1G01060,AT2G02540
1935,AT1G01060,AT5G17300
68760,AT1G01060,AT5G56860
90495,AT1G01060,AT5G39860
124875,AT1G01060,AT1G15690
68625,AT1G01060,AT5G63180
89775,AT1G01060,AT1G74160
24705,AT1G01060,AT2G38750
144540,AT1G01060,AT3G44310
125910,AT1G01060,AT4G39970
125955,AT1G01060,AT1G55690
57060,AT1G01060,AT3G44730
23805,AT1G01060,AT1G61340
42660,AT1G01060,AT3G44450
148050,AT1G01060,AT1G61660
156420,AT1G01060,AT4G39050
75960,AT1G01060,AT5G55050
12870,AT1G01060,AT5G35970
161010,AT1G01060,AT4G37510
93375,AT1G01060,AT2G47500
120960,AT1G01060,AT4G28750
41850,AT1G01060,AT1G62520
164250,AT1G01060,AT5G18500
42030,AT1G01060,AT5G01190
79785,AT1G01060,AT4G11140
26145,AT1G01060,AT1G17360
121950,AT1G01060,AT4G21445
164385,AT1G01060,AT3G29360
42435,AT1G01060,AT4G00150
13095,AT1G01060,AT1G44000
25920,AT1G01060,AT4G29740
49365,AT1G01060,AT4G29780
145215,AT1G01060,AT3G18560
114795,AT1G01060,AT2G29940
114300,AT1G01060,AT5G37010
