,TFID,targetID
0,AT1G06180,AT5G17920
15571,AT1G06180,AT4G27070
17848,AT1G06180,AT1G30530
14007,AT1G06180,AT2G46650
17871,AT1G06180,AT1G10060
3933,AT1G06180,AT3G19450
9867,AT1G06180,AT4G38620
9821,AT1G06180,AT4G34200
18124,AT1G06180,AT2G27820
4209,AT1G06180,AT4G13930
15502,AT1G06180,AT5G62430
9430,AT1G06180,AT1G10270
4301,AT1G06180,AT4G38710
4324,AT1G06180,AT3G52930
20608,AT1G06180,AT1G28610
9062,AT1G06180,AT5G17160
9016,AT1G06180,AT1G06550
4531,AT1G06180,AT3G22600
8993,AT1G06180,AT3G48690
667,AT1G06180,AT1G22410
20470,AT1G06180,AT3G03780
18630,AT1G06180,AT2G25140
5060,AT1G06180,AT1G65980
18722,AT1G06180,AT5G13930
506,AT1G06180,AT1G17880
18814,AT1G06180,AT3G23810
20102,AT1G06180,AT5G17220
14582,AT1G06180,AT3G53190
5359,AT1G06180,AT2G31670
18929,AT1G06180,AT5G28540
10166,AT1G06180,AT5G22630
20033,AT1G06180,AT5G42800
3749,AT1G06180,AT2G24280
1173,AT1G06180,AT5G23010
16261,AT1G06180,AT3G27570
12719,AT1G06180,AT4G38860
2208,AT1G06180,AT2G36830
21666,AT1G06180,AT2G23910
15916,AT1G06180,AT1G80300
12420,AT1G06180,AT3G24840
21574,AT1G06180,AT1G65060
13317,AT1G06180,AT4G13770
11983,AT1G06180,AT5G47050
16882,AT1G06180,AT1G23010
2737,AT1G06180,AT1G78370
13409,AT1G06180,AT3G44310
11707,AT1G06180,AT3G53260
2760,AT1G06180,AT5G33320
13455,AT1G06180,AT3G03920
1403,AT1G06180,AT4G39330
21275,AT1G06180,AT2G23000
3013,AT1G06180,AT4G39730
17181,AT1G06180,AT2G37040
11178,AT1G06180,AT1G33170
3105,AT1G06180,AT5G38530
13616,AT1G06180,AT3G54600
21160,AT1G06180,AT5G48880
10856,AT1G06180,AT2G14750
13708,AT1G06180,AT5G55920
10764,AT1G06180,AT5G57590
21068,AT1G06180,AT5G23730
3381,AT1G06180,AT5G49910
21022,AT1G06180,AT5G05270
3404,AT1G06180,AT4G35630
5451,AT1G06180,AT1G15690
22149,AT1G06180,AT5G07990
16123,AT1G06180,AT5G47610
22402,AT1G06180,AT4G04610
7636,AT1G06180,AT2G30490
19205,AT1G06180,AT3G44720
184,AT1G06180,AT3G48870
19504,AT1G06180,AT5G62210
7544,AT1G06180,AT5G17010
5704,AT1G06180,AT4G16380
19090,AT1G06180,AT4G12290
5842,AT1G06180,AT1G55210
17182,AT1G18330,AT2G37040
19689,AT1G18330,AT3G07390
2853,AT1G18330,AT3G53020
11271,AT1G18330,AT5G50740
6740,AT1G18330,AT2G43550
3083,AT1G18330,AT3G14600
11317,AT1G18330,AT5G62440
17159,AT1G18330,AT5G11790
17136,AT1G18330,AT1G13670
17228,AT1G18330,AT5G61290
11501,AT1G18330,AT1G26150
21276,AT1G18330,AT2G23000
19735,AT1G18330,AT5G65730
11524,AT1G18330,AT4G20170
6073,AT1G18330,AT2G41140
19367,AT1G18330,AT1G06040
2830,AT1G18330,AT5G06390
17090,AT1G18330,AT4G15630
2761,AT1G18330,AT5G33320
19666,AT1G18330,AT4G37470
21299,AT1G18330,AT5G17050
17021,AT1G18330,AT5G50160
6096,AT1G18330,AT5G04410
6671,AT1G18330,AT2G05440
19643,AT1G18330,AT4G12320
6694,AT1G18330,AT4G16630
6855,AT1G18330,AT1G77510
3129,AT1G18330,AT1G20450
11110,AT1G18330,AT4G27820
17573,AT1G18330,AT5G49480
19206,AT1G18330,AT3G44720
10673,AT1G18330,AT3G12920
19827,AT1G18330,AT2G40900
19804,AT1G18330,AT1G56300
17550,AT1G18330,AT1G01390
6970,AT1G18330,AT1G04250
21046,AT1G18330,AT3G54990
17504,AT1G18330,AT5G20740
10719,AT1G18330,AT1G23030
3336,AT1G18330,AT4G03260
17481,AT1G18330,AT4G36830
6947,AT1G18330,AT2G21580
17251,AT1G18330,AT1G54575
5935,AT1G18330,AT5G52840
17458,AT1G18330,AT2G02810
10811,AT1G18330,AT1G01720
17435,AT1G18330,AT1G30070
21092,AT1G18330,AT4G23990
6901,AT1G18330,AT1G61570
10972,AT1G18330,AT3G13520
21138,AT1G18330,AT2G20560
11041,AT1G18330,AT5G57180
19758,AT1G18330,AT5G05410
21161,AT1G18330,AT5G48880
5958,AT1G18330,AT1G77330
17297,AT1G18330,AT3G44110
11064,AT1G18330,AT1G24020
6924,AT1G18330,AT4G15910
11708,AT1G18330,AT3G53260
11777,AT1G18330,AT5G28640
11731,AT1G18330,AT2G38530
21644,AT1G18330,AT4G26850
12536,AT1G18330,AT1G14440
16469,AT1G18330,AT4G19820
12559,AT1G18330,AT1G48920
12582,AT1G18330,AT4G23800
12605,AT1G18330,AT4G19170
19459,AT1G18330,AT3G04140
21667,AT1G18330,AT2G23910
21690,AT1G18330,AT1G64780
12674,AT1G18330,AT4G34610
2209,AT1G18330,AT2G36830
19551,AT1G18330,AT5G01840
16377,AT1G18330,AT4G37240
2301,AT1G18330,AT2G45440
21736,AT1G18330,AT5G62130
2163,AT1G18330,AT2G34480
16354,AT1G18330,AT3G17330
6303,AT1G18330,AT1G58380
12720,AT1G18330,AT4G38860
2048,AT1G18330,AT2G24050
12812,AT1G18330,AT3G53420
16239,AT1G18330,AT4G10120
21782,AT1G18330,AT1G22770
12835,AT1G18330,AT1G64950
1956,AT1G18330,AT3G01120
1933,AT1G18330,AT5G15090
12950,AT1G18330,AT2G11910
1910,AT1G18330,AT4G31985
12697,AT1G18330,AT2G29670
2347,AT1G18330,AT2G19730
21621,AT1G18330,AT1G73325
19436,AT1G18330,AT1G35140
20977,AT1G18330,AT5G64550
2669,AT1G18330,AT4G29840
21368,AT1G18330,AT5G01820
16906,AT1G18330,AT4G17770
11869,AT1G18330,AT5G27330
16883,AT1G18330,AT1G23010
6625,AT1G18330,AT3G08520
21414,AT1G18330,AT2G40460
6119,AT1G18330,AT5G46430
12007,AT1G18330,AT2G03090
2577,AT1G18330,AT2G15970
16768,AT1G18330,AT1G06180
21460,AT1G18330,AT3G47420
16745,AT1G18330,AT3G07770
12099,AT1G18330,AT3G63300
16722,AT1G18330,AT4G00080
6142,AT1G18330,AT4G31700
12122,AT1G18330,AT2G28900
16699,AT1G18330,AT2G37390
12191,AT1G18330,AT1G64400
12260,AT1G18330,AT1G55320
6556,AT1G18330,AT2G41650
21575,AT1G18330,AT1G65060
2416,AT1G18330,AT1G47530
21598,AT1G18330,AT3G24500
12329,AT1G18330,AT1G26560
12398,AT1G18330,AT4G10040
19574,AT1G18330,AT1G49780
2393,AT1G18330,AT4G00370
16998,AT1G18330,AT1G69690
3566,AT1G18330,AT1G07920
7683,AT1G18330,AT5G64400
3589,AT1G18330,AT1G04480
5130,AT1G18330,AT4G35490
8327,AT1G18330,AT4G02930
20264,AT1G18330,AT5G65890
8350,AT1G18330,AT2G16850
5061,AT1G18330,AT1G65980
19965,AT1G18330,AT2G38940
8396,AT1G18330,AT5G58420
4946,AT1G18330,AT2G38540
20333,AT1G18330,AT5G02500
18585,AT1G18330,AT1G63090
4923,AT1G18330,AT3G09390
18539,AT1G18330,AT1G20030
4808,AT1G18330,AT3G05560
8212,AT1G18330,AT2G32530
18516,AT1G18330,AT1G36370
20402,AT1G18330,AT3G21890
8833,AT1G18330,AT3G23580
4647,AT1G18330,AT3G02230
20425,AT1G18330,AT4G03400
18447,AT1G18330,AT5G28910
8856,AT1G18330,AT1G49010
8879,AT1G18330,AT5G61380
18424,AT1G18330,AT4G25640
5682,AT1G18330,AT5G62140
8971,AT1G18330,AT4G36640
4578,AT1G18330,AT4G34870
7499,AT1G18330,AT4G32980
7476,AT1G18330,AT3G47430
4693,AT1G18330,AT5G56950
20540,AT1G18330,AT1G70000
7568,AT1G18330,AT4G38950
8189,AT1G18330,AT5G63780
18999,AT1G18330,AT2G16890
5452,AT1G18330,AT1G15690
7637,AT1G18330,AT2G30490
19988,AT1G18330,AT4G27560
20057,AT1G18330,AT4G36220
7775,AT1G18330,AT5G40770
20080,AT1G18330,AT3G29590
7798,AT1G18330,AT4G39980
7844,AT1G18330,AT5G15740
18930,AT1G18330,AT5G28540
5521,AT1G18330,AT3G04840
7867,AT1G18330,AT4G00430
18907,AT1G18330,AT1G78100
19045,AT1G18330,AT1G28600
5613,AT1G18330,AT3G15095
7890,AT1G18330,AT5G46790
20103,AT1G18330,AT5G17220
7913,AT1G18330,AT4G11600
20149,AT1G18330,AT3G55120
18838,AT1G18330,AT3G47960
8028,AT1G18330,AT1G73940
18815,AT1G18330,AT3G23810
8143,AT1G18330,AT1G64390
8166,AT1G18330,AT1G72510
5153,AT1G18330,AT3G54400
18769,AT1G18330,AT1G78600
20218,AT1G18330,AT5G01790
18723,AT1G18330,AT5G13930
7591,AT1G18330,AT2G45070
10443,AT1G18330,AT5G53420
18378,AT1G18330,AT2G39710
19091,AT1G18330,AT4G12290
19137,AT1G18330,AT4G25630
7338,AT1G18330,AT2G16500
9868,AT1G18330,AT4G38620
3957,AT1G18330,AT5G07090
17918,AT1G18330,AT3G46640
17895,AT1G18330,AT2G45560
3934,AT1G18330,AT3G19450
5797,AT1G18330,AT5G09510
17872,AT1G18330,AT1G10060
7269,AT1G18330,AT2G45470
10006,AT1G18330,AT5G54130
5843,AT1G18330,AT1G55210
17826,AT1G18330,AT1G63650
20793,AT1G18330,AT4G12980
10052,AT1G18330,AT3G52370
10075,AT1G18330,AT2G43610
17780,AT1G18330,AT5G02230
7154,AT1G18330,AT2G01250
3750,AT1G18330,AT2G24280
7131,AT1G18330,AT3G21510
10167,AT1G18330,AT5G22630
17757,AT1G18330,AT2G46600
10190,AT1G18330,AT1G49760
10236,AT1G18330,AT5G62220
20931,AT1G18330,AT3G21560
7660,AT1G18330,AT2G18510
3612,AT1G18330,AT3G15000
17665,AT1G18330,AT1G64900
20908,AT1G18330,AT4G04750
4509,AT1G18330,AT5G01410
9799,AT1G18330,AT1G69870
18079,AT1G18330,AT3G05030
20563,AT1G18330,AT5G08640
20586,AT1G18330,AT3G23410
9155,AT1G18330,AT1G28290
18286,AT1G18330,AT4G09820
9201,AT1G18330,AT5G04950
4371,AT1G18330,AT5G09870
18263,AT1G18330,AT5G61810
20609,AT1G18330,AT1G28610
9362,AT1G18330,AT4G13850
4325,AT1G18330,AT3G52930
19942,AT1G18330,AT3G48460
5728,AT1G18330,AT3G13580
9408,AT1G18330,AT2G46420
18056,AT1G18330,AT3G16870
18240,AT1G18330,AT4G21760
18217,AT1G18330,AT4G03960
19919,AT1G18330,AT1G45201
9500,AT1G18330,AT4G38430
19114,AT1G18330,AT2G41410
18171,AT1G18330,AT1G12370
9569,AT1G18330,AT3G07030
19896,AT1G18330,AT3G19970
20724,AT1G18330,AT2G36750
18125,AT1G18330,AT2G27820
7384,AT1G18330,AT1G72500
18102,AT1G18330,AT2G29090
21828,AT1G18330,AT5G20150
20747,AT1G18330,AT1G60270
4279,AT1G18330,AT2G28550
17688,AT1G18330,AT1G77120
17412,AT1G18330,AT5G23480
16055,AT1G18330,AT4G37150
22242,AT1G18330,AT1G60590
13134,AT1G18330,AT4G00150
1611,AT1G18330,AT1G09200
15503,AT1G18330,AT5G62430
14652,AT1G18330,AT3G44990
14077,AT1G18330,AT3G60900
21943,AT1G18330,AT1G32900
13824,AT1G18330,AT2G25530
277,AT1G18330,AT5G20630
15434,AT1G18330,AT1G13360
15641,AT1G18330,AT4G27310
921,AT1G18330,AT3G49910
13778,AT1G18330,AT4G34000
21966,AT1G18330,AT5G24155
231,AT1G18330,AT2G23350
1174,AT1G18330,AT5G23010
22403,AT1G18330,AT4G04610
15204,AT1G18330,AT3G22550
13387,AT1G18330,AT3G21670
1197,AT1G18330,AT4G02230
22219,AT1G18330,AT1G04770
22058,AT1G18330,AT5G02490
392,AT1G18330,AT3G08580
668,AT1G18330,AT1G22410
15917,AT1G18330,AT1G80300
15549,AT1G18330,AT1G51140
15871,AT1G18330,AT2G40080
22104,AT1G18330,AT3G24460
1703,AT1G18330,AT3G02080
553,AT1G18330,AT3G52590
15319,AT1G18330,AT2G21660
22311,AT1G18330,AT4G21990
14422,AT1G18330,AT3G11670
15296,AT1G18330,AT1G55310
1519,AT1G18330,AT5G62300
14491,AT1G18330,AT2G16430
13249,AT1G18330,AT3G18490
530,AT1G18330,AT3G49680
22334,AT1G18330,AT3G14200
461,AT1G18330,AT5G08690
22127,AT1G18330,AT1G52342
13962,AT1G18330,AT5G14700
22357,AT1G18330,AT5G24150
15733,AT1G18330,AT5G07690
13203,AT1G18330,AT1G13930
14698,AT1G18330,AT2G36080
714,AT1G18330,AT2G19480
15526,AT1G18330,AT3G14810
1220,AT1G18330,AT2G36160
13433,AT1G18330,AT4G18390
16078,AT1G18330,AT2G37380
47,AT1G18330,AT2G37220
15066,AT1G18330,AT2G24762
14928,AT1G18330,AT5G24470
14169,AT1G18330,AT4G37760
14951,AT1G18330,AT3G47500
24,AT1G18330,AT3G17390
13571,AT1G18330,AT3G46970
783,AT1G18330,AT3G63160
21874,AT1G18330,AT5G51440
14123,AT1G18330,AT3G25230
13525,AT1G18330,AT3G57490
1381,AT1G18330,AT3G62870
12996,AT1G18330,AT1G73600
1358,AT1G18330,AT4G10480
21851,AT1G18330,AT3G44450
1565,AT1G18330,AT5G59870
1,AT1G18330,AT5G17920
1864,AT1G18330,AT5G27850
14100,AT1G18330,AT4G13410
15687,AT1G18330,AT4G15550
1335,AT1G18330,AT1G51060
22472,AT1G18330,AT5G24660
15664,AT1G18330,AT5G67300
806,AT1G18330,AT5G60390
13019,AT1G18330,AT2G23010
14790,AT1G18330,AT4G17090
14744,AT1G18330,AT4G39260
14192,AT1G18330,AT1G57820
13686,AT1G18330,AT1G73590
13709,AT1G18330,AT5G55920
1289,AT1G18330,AT1G12090
1841,AT1G18330,AT3G24480
14882,AT1G18330,AT4G04830
1243,AT1G18330,AT2G31390
70,AT1G18330,AT1G26630
898,AT1G18330,AT2G30860
22426,AT1G18330,AT4G01080
22012,AT1G18330,AT2G47460
15158,AT1G18330,AT1G68570
14078,AT1G27730,AT3G60900
18103,AT1G27730,AT2G29090
3935,AT1G27730,AT3G19450
9731,AT1G27730,AT4G12880
899,AT1G27730,AT2G30860
17988,AT1G27730,AT1G66540
17942,AT1G27730,AT2G36870
9869,AT1G27730,AT4G38620
9708,AT1G27730,AT3G51870
14032,AT1G27730,AT1G27360
9662,AT1G27730,AT3G16780
4188,AT1G27730,AT1G49660
3705,AT1G27730,AT1G70370
10007,AT1G27730,AT5G54130
21047,AT1G27730,AT3G54990
3360,AT1G27730,AT4G25740
10766,AT1G27730,AT5G57590
22013,AT1G27730,AT2G47460
10858,AT1G27730,AT2G14750
17390,AT1G27730,AT2G20570
10444,AT1G27730,AT5G53420
1290,AT1G27730,AT1G12090
11180,AT1G27730,AT1G33170
11203,AT1G27730,AT2G25060
17183,AT1G27730,AT2G37040
11249,AT1G27730,AT3G17840
21231,AT1G27730,AT5G56030
11272,AT1G27730,AT5G50740
11134,AT1G27730,AT2G37600
17850,AT1G27730,AT1G30530
3544,AT1G27730,AT4G18730
17666,AT1G27730,AT1G64900
10030,AT1G27730,AT5G56500
13986,AT1G27730,AT4G37310
20909,AT1G27730,AT4G04750
17804,AT1G27730,AT3G14620
3797,AT1G27730,AT1G41830
22059,AT1G27730,AT5G02490
13779,AT1G27730,AT4G34000
10122,AT1G27730,AT5G22440
15596,AT1G27730,AT3G57150
10191,AT1G27730,AT1G49760
10237,AT1G27730,AT5G62220
3682,AT1G27730,AT4G09320
3659,AT1G27730,AT2G33370
10306,AT1G27730,AT3G19000
13894,AT1G27730,AT3G63200
9639,AT1G27730,AT2G40590
14285,AT1G27730,AT4G15800
20702,AT1G27730,AT1G62560
7270,AT1G27730,AT2G45470
19138,AT1G27730,AT4G25630
15159,AT1G27730,AT1G68570
5775,AT1G27730,AT2G05220
19920,AT1G27730,AT1G45201
7431,AT1G27730,AT3G47370
19092,AT1G27730,AT4G12290
14768,AT1G27730,AT1G64970
5706,AT1G27730,AT4G16380
7500,AT1G27730,AT4G32980
19069,AT1G27730,AT1G11410
19046,AT1G27730,AT1G28600
5614,AT1G27730,AT3G15095
14676,AT1G27730,AT4G38660
15228,AT1G27730,AT4G36360
20012,AT1G27730,AT4G22880
209,AT1G27730,AT5G20720
163,AT1G27730,AT5G20700
22450,AT1G27730,AT3G17790
7017,AT1G27730,AT1G09660
6304,AT1G27730,AT1G58380
19529,AT1G27730,AT5G42760
19552,AT1G27730,AT5G01840
6235,AT1G27730,AT1G33811
6212,AT1G27730,AT3G45030
6465,AT1G27730,AT5G04600
6488,AT1G27730,AT2G41840
14975,AT1G27730,AT1G11700
14952,AT1G27730,AT3G47500
6672,AT1G27730,AT2G05440
48,AT1G27730,AT2G37220
15067,AT1G27730,AT2G24762
19322,AT1G27730,AT2G23130
6764,AT1G27730,AT1G10960
19736,AT1G27730,AT5G65730
19828,AT1G27730,AT2G40900
6971,AT1G27730,AT1G04250
7661,AT1G27730,AT2G18510
9593,AT1G27730,AT5G23310
19000,AT1G27730,AT2G16890
22381,AT1G27730,AT2G27420
18448,AT1G27730,AT5G28910
623,AT1G27730,AT4G15000
18425,AT1G27730,AT4G25640
4533,AT1G27730,AT3G22600
18379,AT1G27730,AT2G39710
14262,AT1G27730,AT4G29020
4510,AT1G27730,AT5G01410
4740,AT1G27730,AT5G16130
9041,AT1G27730,AT2G17630
18241,AT1G27730,AT4G21760
14193,AT1G27730,AT1G57820
9409,AT1G27730,AT2G46420
15481,AT1G27730,AT4G39800
18172,AT1G27730,AT1G12370
4234,AT1G27730,AT4G30530
9547,AT1G27730,AT5G45775
4464,AT1G27730,AT5G64670
15343,AT1G27730,AT1G45010
8627,AT1G27730,AT3G58700
14400,AT1G27730,AT2G32990
7730,AT1G27730,AT1G75280
20081,AT1G27730,AT3G29590
7868,AT1G27730,AT4G00430
5361,AT1G27730,AT2G31670
14584,AT1G27730,AT3G53190
15251,AT1G27730,AT5G61030
18885,AT1G27730,AT5G63530
5246,AT1G27730,AT4G24190
5200,AT1G27730,AT2G42840
5177,AT1G27730,AT1G13160
5154,AT1G27730,AT3G54400
531,AT1G27730,AT3G49680
20288,AT1G27730,AT4G15620
8351,AT1G27730,AT2G16850
18632,AT1G27730,AT2G25140
4947,AT1G27730,AT2G38540
15320,AT1G27730,AT2G21660
14653,AT1G27730,AT3G44990
21254,AT1G27730,AT2G36800
19506,AT1G27730,AT5G62210
16884,AT1G27730,AT1G23010
15849,AT1G27730,AT1G70985
13296,AT1G27730,AT3G63530
2532,AT1G27730,AT2G05920
17068,AT1G27730,AT1G68640
21944,AT1G27730,AT1G32900
12606,AT1G27730,AT4G19170
16217,AT1G27730,AT3G61400
2555,AT1G27730,AT2G44670
12054,AT1G27730,AT3G23830
16769,AT1G27730,AT1G06180
21438,AT1G27730,AT4G14090
16401,AT1G27730,AT4G04810
13365,AT1G27730,AT3G48800
