,TFID,targetID
144484,AT1G01060,AT4G16710
22345,AT1G01060,AT1G73600
32677,AT1G01060,AT1G55120
135464,AT1G01060,AT1G67660
132594,AT1G01060,AT5G54960
123451,AT1G01060,AT1G31850
110290,AT1G01060,AT1G69270
123410,AT1G01060,AT4G11900
80155,AT1G01060,AT3G60520
99835,AT1G01060,AT4G34680
128125,AT1G01060,AT1G52618
52234,AT1G01060,AT2G17230
152233,AT1G01060,AT4G13030
80114,AT1G01060,AT2G20180
148789,AT1G01060,AT5G62040
15826,AT1G01060,AT1G67080
135382,AT1G01060,AT2G24240
110249,AT1G01060,AT3G15095
100081,AT1G01060,AT4G11370
28659,AT1G01060,AT4G40040
110167,AT1G01060,AT2G45210
143664,AT1G01060,AT1G21680
28741,AT1G01060,AT1G26620
110126,AT1G01060,AT1G48330
79868,AT1G01060,AT5G49410
45592,AT1G01060,AT3G13000
99712,AT1G01060,AT5G23405
80278,AT1G01060,AT2G37950
45387,AT1G01060,AT2G02220
80360,AT1G01060,AT5G51390
3526,AT1G01060,AT5G13950
65026,AT1G01060,AT5G53880
80729,AT1G01060,AT1G03730
36531,AT1G01060,AT4G31450
135546,AT1G01060,AT5G65040
128002,AT1G01060,AT5G40700
80688,AT1G01060,AT3G14230
20746,AT1G01060,AT5G24890
139195,AT1G01060,AT3G15840
110495,AT1G01060,AT2G04890
80606,AT1G01060,AT5G64570
110454,AT1G01060,AT2G41705
118818,AT1G01060,AT1G69780
141737,AT1G01060,AT5G08380
99548,AT1G01060,AT2G22420
9143,AT1G01060,AT3G46630
38622,AT1G01060,AT1G19270
80483,AT1G01060,AT2G26360
99589,AT1G01060,AT3G05690
3690,AT1G01060,AT3G18370
52316,AT1G01060,AT5G48720
45141,AT1G01060,AT4G20400
28290,AT1G01060,AT4G20280
110372,AT1G01060,AT5G60210
132471,AT1G01060,AT3G19553
132512,AT1G01060,AT5G07830
65149,AT1G01060,AT1G27290
79827,AT1G01060,AT1G54440
28782,AT1G01060,AT4G31130
109962,AT1G01060,AT4G32850
29028,AT1G01060,AT1G72410
66461,AT1G01060,AT1G61240
4346,AT1G01060,AT2G22425
32554,AT1G01060,AT5G45160
135136,AT1G01060,AT1G68030
29069,AT1G01060,AT3G14830
119146,AT1G01060,AT5G06510
66666,AT1G01060,AT2G20400
109347,AT1G01060,AT5G43460
129314,AT1G01060,AT2G28830
109224,AT1G01060,AT5G18750
4428,AT1G01060,AT4G11260
79130,AT1G01060,AT1G13390
78802,AT1G01060,AT1G19220
143787,AT1G01060,AT3G58570
22140,AT1G01060,AT3G45770
139318,AT1G01060,AT1G17455
132635,AT1G01060,AT1G78970
78761,AT1G01060,AT5G23210
100942,AT1G01060,AT4G27745
119228,AT1G01060,AT5G04750
4469,AT1G01060,AT4G37180
108978,AT1G01060,AT1G72530
67117,AT1G01060,AT1G20890
123000,AT1G01060,AT1G72010
8446,AT1G01060,AT2G32700
100901,AT1G01060,AT3G49590
99261,AT1G01060,AT2G33150
152028,AT1G01060,AT3G08510
140056,AT1G01060,AT4G19645
123328,AT1G01060,AT1G68820
152192,AT1G01060,AT5G51570
79786,AT1G01060,AT1G24160
32636,AT1G01060,AT1G48300
123287,AT1G01060,AT1G72330
65969,AT1G01060,AT2G38420
15785,AT1G01060,AT1G30820
118941,AT1G01060,AT5G40550
66174,AT1G01060,AT5G22270
100450,AT1G01060,AT1G68520
66215,AT1G01060,AT5G64880
139277,AT1G01060,AT4G01430
128207,AT1G01060,AT3G52710
45838,AT1G01060,AT3G14172
36859,AT1G01060,AT1G24400
79581,AT1G01060,AT2G46060
100491,AT1G01060,AT3G45780
66297,AT1G01060,AT3G62110
128166,AT1G01060,AT1G48540
152151,AT1G01060,AT5G61440
51865,AT1G01060,AT2G15570
66338,AT1G01060,AT4G36550
123123,AT1G01060,AT5G61420
143705,AT1G01060,AT2G43200
66420,AT1G01060,AT5G66820
79212,AT1G01060,AT2G25070
79622,AT1G01060,AT3G29034
123615,AT1G01060,AT1G75800
152520,AT1G01060,AT3G50940
132430,AT1G01060,AT5G67390
117834,AT1G01060,AT5G08330
33333,AT1G01060,AT5G02620
97662,AT1G01060,AT2G30440
27265,AT1G01060,AT3G26310
132061,AT1G01060,AT2G42040
43952,AT1G01060,AT3G57430
153012,AT1G01060,AT4G13250
22755,AT1G01060,AT4G29510
124230,AT1G01060,AT4G38860
111684,AT1G01060,AT5G46330
27306,AT1G01060,AT5G46020
2829,AT1G01060,AT3G18060
143336,AT1G01060,AT3G60300
44157,AT1G01060,AT5G63420
145837,AT1G01060,AT1G58410
16482,AT1G01060,AT1G60900
9676,AT1G01060,AT1G60940
33251,AT1G01060,AT5G07630
27347,AT1G01060,AT5G26610
143377,AT1G01060,AT2G18196
111479,AT1G01060,AT3G28080
129929,AT1G01060,AT5G65310
82615,AT1G01060,AT5G24670
97867,AT1G01060,AT5G41370
124189,AT1G01060,AT1G63480
22714,AT1G01060,AT3G55740
53095,AT1G01060,AT2G19180
63837,AT1G01060,AT5G43780
136120,AT1G01060,AT2G14170
82943,AT1G01060,AT4G35020
112135,AT1G01060,AT1G28610
117547,AT1G01060,AT2G45180
148256,AT1G01060,AT1G10760
136325,AT1G01060,AT1G23080
53464,AT1G01060,AT3G19260
153135,AT1G01060,AT2G18670
62935,AT1G01060,AT1G14210
16605,AT1G01060,AT1G79640
130011,AT1G01060,AT4G39720
143295,AT1G01060,AT5G57500
97334,AT1G01060,AT4G19160
33374,AT1G01060,AT1G65980
97621,AT1G01060,AT5G44680
124435,AT1G01060,AT5G22580
22796,AT1G01060,AT3G62450
43747,AT1G01060,AT5G08750
83189,AT1G01060,AT1G27030
97375,AT1G01060,AT3G27870
140220,AT1G01060,AT5G23870
153094,AT1G01060,AT2G24762
148297,AT1G01060,AT1G22500
132020,AT1G01060,AT1G20190
2624,AT1G01060,AT1G80000
138826,AT1G01060,AT2G22970
9799,AT1G01060,AT1G30090
153053,AT1G01060,AT2G45560
83230,AT1G01060,AT5G16030
101065,AT1G01060,AT2G33990
97949,AT1G01060,AT5G10790
52931,AT1G01060,AT2G38170
152602,AT1G01060,AT1G07420
22509,AT1G01060,AT2G32710
36490,AT1G01060,AT5G14370
98769,AT1G01060,AT4G03960
81467,AT1G01060,AT4G27740
123820,AT1G01060,AT3G20640
44690,AT1G01060,AT5G49550
110905,AT1G01060,AT4G14720
52521,AT1G01060,AT1G60989
110864,AT1G01060,AT5G40140
3403,AT1G01060,AT4G19700
135587,AT1G01060,AT5G25790
111110,AT1G01060,AT3G06590
140138,AT1G01060,AT3G25597
28044,AT1G01060,AT1G22280
152561,AT1G01060,AT4G12290
118408,AT1G01060,AT4G34980
110700,AT1G01060,AT3G52480
143500,AT1G01060,AT2G28110
64903,AT1G01060,AT1G14685
110659,AT1G01060,AT4G15610
139154,AT1G01060,AT1G66410
99138,AT1G01060,AT1G69040
148707,AT1G01060,AT2G18480
44895,AT1G01060,AT3G54880
99220,AT1G01060,AT3G45260
64821,AT1G01060,AT3G21690
38909,AT1G01060,AT1G33780
64452,AT1G01060,AT5G07670
111151,AT1G01060,AT5G57110
135956,AT1G01060,AT1G67510
97990,AT1G01060,AT3G27906
111315,AT1G01060,AT1G53450
124148,AT1G01060,AT1G21840
52890,AT1G01060,AT5G55970
135915,AT1G01060,AT4G38530
36449,AT1G01060,AT1G60890
64124,AT1G01060,AT5G56240
118121,AT1G01060,AT5G24270
111274,AT1G01060,AT1G18330
148502,AT1G01060,AT2G27920
143418,AT1G01060,AT3G26290
6929,AT1G01060,AT4G00720
98277,AT1G01060,AT1G18870
44362,AT1G01060,AT3G23490
22591,AT1G01060,AT1G17330
132266,AT1G01060,AT1G75540
145796,AT1G01060,AT1G22030
27716,AT1G01060,AT5G52450
98318,AT1G01060,AT3G18770
111233,AT1G01060,AT4G04955
98400,AT1G01060,AT2G33860
98441,AT1G01060,AT4G16890
27839,AT1G01060,AT5G20570
32964,AT1G01060,AT5G43600
27921,AT1G01060,AT1G64385
82082,AT1G01060,AT3G47680
18409,AT1G01060,AT1G16260
134849,AT1G01060,AT4G17695
151823,AT1G01060,AT2G19190
74989,AT1G01060,AT2G26580
7421,AT1G01060,AT4G02020
70192,AT1G01060,AT4G35300
150798,AT1G01060,AT3G04720
133414,AT1G01060,AT2G29630
103689,AT1G01060,AT1G48260
18901,AT1G01060,AT4G16480
149855,AT1G01060,AT5G27280
106805,AT1G01060,AT3G45300
6068,AT1G01060,AT5G02530
120417,AT1G01060,AT5G11060
106764,AT1G01060,AT5G61530
56457,AT1G01060,AT1G66150
128658,AT1G01060,AT5G55230
7339,AT1G01060,AT4G01000
