"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G01010",100.194368501462,0.694170545287621,0.360773884892789,1.92411528205238,0.0543401349550738,0.29887870301103
"AT1G01020",240.32901648637,0.0886534666175121,0.297264957169832,0.298230465715012,0.765527270877843,0.949163000133784
"AT1G01030",286.888171115565,-0.288258017990757,0.363479770896298,-0.793051061080913,0.427748074049951,0.809199520917634
"AT1G01040",2128.48333213434,0.063934788792921,0.231057595822761,0.276704985894357,0.782006643117313,0.954165011673592
"AT1G01050",1766.7429573022,0.00725330626901298,0.235154627520001,0.0308448374820779,0.97539328227604,0.994788802286527
"AT1G01060",5166.13882774382,-1.20622023366925,0.328238964289202,-3.67482342104419,0.000238013969515256,0.00531904551873855
"AT1G01070",32.9003189445896,-1.00291690908801,0.496381137059728,-2.02045733451659,0.0433359714346474,0.261992760251087
"AT1G01080",1829.21184924585,-0.0341362024103252,0.268735824552037,-0.127025127621997,0.898920510674295,0.97951040072368
"AT1G01090",4481.02470251204,0.082660897789066,0.237875518518838,0.347496448158114,0.728218386420894,0.93959141864685
"AT1G01100",2048.35951448988,0.192447662332679,0.298327829985955,0.645087863045626,0.51887024861166,0.863563831016649
"AT1G01110",8.80709988240812,-0.805254801222257,0.532186693408401,-1.51310585400959,0.130252772876335,0.493263072913972
"AT1G01120",658.618365334831,1.91854097884317,0.424474411266949,4.51980361576286,6.18970211458765e-06,0.000252593669771825
"AT1G01130",9.32679496984437,-0.487117268771814,0.533131511397242,-0.913690634221126,0.360879426700949,0.764218907301319
"AT1G01140",7770.79717929384,-0.108036094177937,0.255777138303606,-0.422383700492021,0.672744973110368,0.921025630230623
"AT1G01150",0.648210794807174,0.168248387773099,0.24713587868173,0.680793046604842,0.496002450470789,NA
"AT1G01160",178.553460819262,0.104461676496123,0.304854141214633,0.342661169305149,0.731853378377241,0.940676375500665
"AT1G01170",444.166720269435,-0.363461554996213,0.266985437599033,-1.36135348154108,0.173402009318136,0.567826272524802
