"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G01010",357.428683672843,-0.0173378058988602,0.145384141593128,-0.119255138207452,0.905073224308495,0.971595873783573
"AT1G01020",414.794107097303,0.0852410199939789,0.134140596139196,0.635460274125553,0.525128268039912,0.793701522911345
"AT1G01030",175.500147915316,0.316673702227626,0.182469042573312,1.73549275954793,0.0826535628504377,0.267476113113222
"AT1G01040",1117.96349449393,0.182279081076881,0.0931933464503792,1.9559237651578,0.0504741353066606,0.186375025615068
"AT1G01050",2044.49282459162,-0.173790511239889,0.0775286348000667,-2.24162996921157,0.0249852973950767,0.108711731448113
"AT1G01060",3564.30878533232,-0.548324497234541,0.19145428370775,-2.86399701597455,0.00418331952478938,0.0253431191894704
"AT1G01070",223.298672495272,-6.00037084981739e-05,0.16956748788023,-0.000353863286224752,0.999717657953179,0.999910532627939
"AT1G01080",2766.23542272971,-0.0852941031828293,0.0705470592935167,-1.20903839276923,0.226648095805613,0.514561152038647
"AT1G01090",5219.06140054614,-0.107696634354698,0.0668720218197673,-1.61048868306929,0.1072912140859,0.318069750750438
"AT1G01100",8914.82548823581,-0.258440308223804,0.0592355941862454,-4.36292252612897,1.28336400833377e-05,0.000154907563683454
"AT1G01110",126.376845485967,0.094056343199146,0.202487650197578,0.464504097446785,0.642286624569768,0.863899596385791
"AT1G01120",1469.94478469032,0.182686321795686,0.0897453772444375,2.03560704077389,0.0417898302298956,0.162132031707642
"AT1G01130",40.5089219428456,-0.223093557455559,0.256226496320662,-0.870688865746194,0.38392405956505,0.688288512423311
"AT1G01140",1298.111211939,0.248468367053893,0.0904596704500435,2.74673084500247,0.00601925095914142,0.0343670724503622
"AT1G01150",5.83566220202444,-0.0590707643371451,0.197483559097076,-0.299117377705898,0.764850487452645,NA
"AT1G01160",749.242561894348,0.225310123388164,0.107150528774258,2.10274392451055,0.0354881601907258,0.142952210154445
"AT1G01170",725.991669050025,0.128115857573765,0.107965587363368,1.18663604489622,0.235371211748412,0.526423064200408
"AT1G01180",186.235552259111,0.400980883188456,0.179181234391968,2.23785088069709,0.0252307811018718,0.109481211071253
"AT1G01190",63.6812317184362,-0.460709754486099,0.242585492716514,-1.89916449383264,0.0575428515296327,0.205877521078329
"AT1G01200",73.5387827618458,-0.0997734936825076,0.233402911624934,-0.427473217827026,0.669034688213889,0.877753532170784
"AT1G01210",269.290752511874,-0.307017322876203,0.157808908157722,-1.94550058333434,0.0517147595807716,0.189907733208157
"AT1G01220",862.326487434989,0.00092580443880483,0.102549950231945,0.00902783898686318,0.992796924499129,0.997692167764816
"AT1G01225",118.818370211703,0.122040837308557,0.209597165953446,0.58226377610308,0.560389021067965,0.815780072298097
"AT1G01230",509.523443114968,0.120730576539082,0.125364510025454,0.963036321161141,0.335529296210582,0.641319420564587
"AT1G01240",278.957812182871,1.74855992274049,0.167665882266587,10.4288356050893,1.83118472317128e-25,1.74992062693101e-23
"AT1G01250",38.8774002602213,-0.504287235923177,0.257399742274082,-1.95915983235992,0.0500940715645297,0.185301598650313
"AT1G01260",441.512695252607,-0.0810552616994177,0.136717169175195,-0.592868197816109,0.553269362703433,0.811109704798945
"AT1G01280",0,NA,NA,NA,NA,NA
"AT1G01290",344.199560664573,0.0340888555777552,0.143336043818534,0.237824727609424,0.812017038983371,0.939793108639946
"AT1G01300",1913.65083815063,-0.201017899974355,0.0795339501668188,-2.52744770695696,0.0114894932829695,0.0585543431331869
"AT1G01305",0.223299491839655,0.0160844207459175,0.0536815475104086,0.299626622030574,0.764461975183183,NA
"AT1G01310",1.95482597789814,0.0552906375770323,0.132005505562551,0.418850996717198,0.675325032097798,NA
"AT1G01320",12560.670381124,-0.369734029801786,0.057397404742775,-6.44165065404507,1.18181057776372e-10,3.18275401962159e-09
"AT1G01335",0,NA,NA,NA,NA,NA
"AT1G01340",208.113302835678,-0.0145847229424346,0.172089680115497,-0.084750712144076,0.932459578499322,0.981045879215649
"AT1G01350",430.387244256292,-0.00610795300935387,0.133793506248173,-0.0456520886598506,0.963587551673019,0.989706267905629
"AT1G01355",1.23337368029835,0.0267003377045224,0.108660096591949,0.245723485823781,0.805896290443757,NA
"AT1G01360",247.528207492745,0.092910906479255,0.163386438758202,0.56865739400046,0.569588667025173,0.821102550441503
"AT1G01370",228.799162906918,0.00561035969340718,0.167486947943169,0.0334972949373397,0.973278022950243,0.99333378642843
"AT1G01380",35.7124984137516,-0.0634969346163528,0.259637227434867,-0.244560209041216,0.806796977120034,0.93764120829738
"AT1G01390",131.686186678675,-1.53797571343757,0.208628710334011,-7.37183157090554,1.68299566600786e-13,6.21001443523221e-12
"AT1G01400",0,NA,NA,NA,NA,NA
"AT1G01410",0,NA,NA,NA,NA,NA
"AT1G01420",276.028251151301,-0.761767271636586,0.16794641264267,-4.53577578496633,5.73921274586481e-06,7.37842868636073e-05
"AT1G01430",1508.84737963029,0.400926103718113,0.0865398708242874,4.63284841887692,3.60668621521487e-06,4.82528077709102e-05
"AT1G01440",419.848102785199,0.140536186310004,0.132426729675646,1.06123730952369,0.288582067760458,0.591921497442989
"AT1G01450",0.577243781717836,-0.0449742122184816,0.0653159757190925,-0.688563735339488,0.491097848892833,NA
"AT1G01453",30.3304365522378,-0.414418546629525,0.260219628980171,-1.59257219854504,0.111256194491246,0.325680364930119
"AT1G01460",0.785291259730944,-0.0728927363114873,0.0811574097030282,-0.898164894348118,0.369097646145695,NA
"AT1G01470",1184.79155306494,0.116808693664601,0.0910164601355809,1.28337987975581,0.199359019396009,0.476170005207905
"AT1G01480",32.7964492028463,0.264067088852811,0.259767952348402,1.0165499110477,0.309367592587588,0.614487737749534
"AT1G01490",1664.72505529549,-0.00838387094426697,0.085785741849792,-0.097730354292988,0.922146411686518,0.978085527039196
"AT1G01500",232.185768621655,-0.191416713655708,0.166026291036122,-1.15293013209613,0.248939063090402,0.543738082084019
"AT1G01510",1045.93465633844,0.0905193651739674,0.0963019742857153,0.939953369028638,0.347241480212642,0.653425279053498
"AT1G01520",171.285626991635,-0.28735578249244,0.187958587552101,-1.52882497274984,0.126307839761396,0.355200118406844
"AT1G01530",0.288621890858918,-0.0149086351597326,0.0536815475104086,-0.277723647159052,0.781224506617566,NA
"AT1G01540",1761.44209790438,0.0599169988893381,0.0789265654458716,0.759148691582552,0.447763614655235,0.739623635138039
"AT1G01550",2718.0226559677,0.121351663219501,0.0732569850363767,1.65652003231149,0.0976165517144465,0.298741799424805
"AT1G01560",1.79536544818964,-0.0772823920336673,0.126416154695927,-0.611333197244903,0.540979017842541,NA
"AT1G01570",117.151919833717,0.301667564762682,0.213050193870436,1.41594597630893,0.156791322352241,0.410372542170697
"AT1G01580",4741.45914407496,0.533128420725741,0.0645816200545154,8.25511066888243,1.51761550183317e-16,7.67580308817427e-15
"AT1G01590",4.36204872007676,-0.0169444152136941,0.176099237795853,-0.0962208322181227,0.923345185862266,NA
"AT1G01600",193.425100688827,-0.123763456736513,0.177819719641433,-0.696005240510322,0.486425547863915,0.767467187452721
"AT1G01610",1664.51286717327,0.00164092123831581,0.0810808122321366,0.0202380957114466,0.983853438118839,0.995585730082152
"AT1G01620",6274.3811384494,0.41018692876559,0.0602279344414,6.81057606524245,9.72086977111153e-12,3.00868173796328e-10
"AT1G01630",1473.98618271306,-0.257152384433916,0.0837581336546155,-3.07017806168303,0.00213931185587373,0.014347642288245
"AT1G01640",104.498287034448,0.237561631712054,0.216007091128153,1.09978626382739,0.271425258621334,0.572888994585868
"AT1G01650",646.296305018937,-0.036432445575185,0.112345637185207,-0.324288922008821,0.745719305866561,0.914703729194065
"AT1G01660",22.2318881641124,-0.0494506493773036,0.25868481143779,-0.191161781406698,0.848398845421656,0.95381235750852
"AT1G01670",19.7362561797019,0.134917339050644,0.255668068032797,0.527705082956768,0.597704044769363,0.839457417973741
"AT1G01680",0.290105327747018,0.0160844207459175,0.0536815475104086,0.299626622030574,0.764461975183183,NA
"AT1G01690",285.927440812382,0.107929587232441,0.159174074612198,0.678060089216124,0.497733594649101,0.775335856666782
"AT1G01695",12.4487887611493,-0.0697108668720917,0.240910131927622,-0.289364612082962,0.772302372628968,0.926164370877106
"AT1G01700",59.6721797923989,0.0380480098957191,0.24481965750462,0.155412397368463,0.876496211225375,0.96390913500869
"AT1G01710",752.193961144849,0.0932266832538274,0.107086622990277,0.87057263223523,0.3839875450242,0.688342818219816
"AT1G01715",75.7200031455555,0.0972573839665997,0.232212013129251,0.418830114152903,0.675340294760635,0.880566857004218
"AT1G01720",1007.71963613881,0.118904968288781,0.0977790422991697,1.21605781252155,0.22396289981358,0.511452947386425
"AT1G01725",93.0310304813265,0.0431076181825767,0.220705057770717,0.19531776307256,0.845144191944025,0.952877295167953
"AT1G01730",515.456344471073,0.236458411272282,0.12322857582366,1.91886021315911,0.0550020270580519,0.199227429712283
"AT1G01740",199.638278743695,-0.102167191880578,0.176825689406445,-0.57778477903027,0.563409432823804,0.818132262925875
"AT1G01750",117.50561596996,0.062079054944877,0.208435700907278,0.297833119156937,0.765830535574008,0.923319717917052
"AT1G01760",99.0795312980746,0.103728531662958,0.217491787926407,0.476930796569003,0.633411401282193,0.859174007613085
"AT1G01770",473.918869737102,0.401083940970114,0.126900051656786,3.16062866589594,0.00157429057275261,0.011003054805248
"AT1G01780",314.021382125407,0.13095099192697,0.157415837010995,0.831879399261609,0.405477021017566,0.707835422581132
"AT1G01790",4836.99406485003,-0.474151667331058,0.0661805792918644,-7.1645137048437,7.8063159180369e-13,2.72066509566943e-11
"AT1G01800",1402.66315704756,-0.260420322596192,0.0860028955084094,-3.02804133577953,0.00246144415791312,0.0161836087324472
"AT1G01810",16.0562551082432,-0.0970379240728253,0.250951705020372,-0.386679676334328,0.69899336392918,0.89387828275632
"AT1G01820",1161.32695279164,0.119629995908306,0.0914047111345008,1.30879463895764,0.190603923429007,0.462882487427956
"AT1G01830",412.574092414431,-0.0710151901583318,0.134242547732002,-0.529006573237157,0.596800890019,0.838967680942678
"AT1G01840",4.898335523781,0.0337073591084852,0.183418284543767,0.183773167393472,0.854191406919562,NA
"AT1G01860",311.89261972655,0.0495323213338325,0.148228254382255,0.334162481641976,0.738256953579359,0.911047039179669
"AT1G01880",70.3213576537893,-0.0784043077154719,0.235838176963458,-0.332449600505606,0.739549790423611,0.911882744917019
"AT1G01900",84.6050542963975,-0.309415287288571,0.226526327551355,-1.36591313969201,0.171966228044218,0.434325028066469
"AT1G01910",1092.12132982715,-0.0991041542202766,0.0934703402170107,-1.0602738150967,0.289020048166548,0.59240968061972
"AT1G01920",551.493232460225,0.0454686890389698,0.121250192759401,0.374998901067268,0.70766128394219,0.897759209905126
"AT1G01930",384.945481784053,0.0360184832315617,0.137681060490698,0.261608118815988,0.79362358405149,0.933087520699134
