"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G01010",447.420969062809,2.51983823095989,0.316680809093343,7.95702852400239,1.76220098263177e-15,2.27781952947406e-14
"AT1G01020",346.462292205042,0.402043220779617,0.261218508113863,1.5391069479823,0.123778189115786,0.205828732178829
"AT1G01030",591.353747796693,5.59607309471861,0.333290674098399,16.7903680769251,2.8705906273217e-63,3.36939433202621e-61
"AT1G01040",1915.19734503576,0.619507802204233,0.283400832634878,2.1859773538576,0.0288172621892406,0.0602276917590945
"AT1G01050",1047.12338066422,0.342812903878661,0.215505948139333,1.59073522953074,0.11166917496292,0.189228353883522
"AT1G01060",6137.44178999233,7.94433439152938,0.266504678061293,29.8093618818288,2.95449919544051e-195,8.06282830435716e-192
"AT1G01070",160.030591803498,-3.12020796596661,0.516672756696267,-6.03904100908665,1.55032843853174e-09,1.13847192970148e-08
"AT1G01080",1248.04725371385,0.813776231580728,0.205569265326738,3.9586473702053,7.53754268259792e-05,0.000288954577430163
"AT1G01090",3148.50062656161,1.12230185535634,0.227738368796551,4.92803150073911,8.30622277092003e-07,4.34558963658581e-06
"AT1G01100",1925.98869579423,0.710691803817271,0.195218179709267,3.64050010544963,0.000272108996255654,0.000929393555421375
"AT1G01110",32.1315221159328,-1.21677048202361,0.578411862825831,-2.10364026090177,0.0354098391683719,0.0718998892042313
"AT1G01120",3675.62163746671,3.39842426552507,0.365499879894711,9.29801746174049,1.43088740472942e-20,2.62734514886903e-19
"AT1G01130",34.8783693882368,0.57083001760637,0.731434015048188,0.780425856416813,0.435140253434736,0.553482988405218
"AT1G01140",3101.16599642914,1.45923898426855,0.185390600405807,7.87115949284579,3.5136934376282e-15,4.41121076079925e-14
"AT1G01150",0.359082278998096,0.579632288357489,1.06626673211667,0.543609090388527,0.586710502959152,NA
"AT1G01160",409.575435673805,-0.719929966816635,0.263079353516088,-2.73655061560203,0.00620870427963285,0.0157066549053238
"AT1G01170",496.419467859131,-1.03624383790888,0.253723100124823,-4.08415251665729,4.42379695412458e-05,0.000177016743222961
"AT1G01180",195.488626797942,-1.66241690844767,0.319296861095078,-5.20649311348114,1.9244283266356e-07,1.09754752421914e-06
"AT1G01190",49.7950190932539,2.48821378693243,0.535313150896259,4.64814619772834,3.34931500694443e-06,1.60461367635749e-05
"AT1G01200",26.1185072167768,1.61989126386026,0.605132709541565,2.6769190267164,0.00743025897588659,0.0184505702868012
"AT1G01210",180.760944467275,-0.128952254989243,0.305319368766232,-0.422352029320405,0.672768086641169,0.759023971244381
"AT1G01220",431.686378259546,-0.457214080553116,0.245911121115201,-1.85926556911969,0.0629895048145823,0.117597645725326
"AT1G01225",19.0257921067878,-0.259090320327202,0.694971016352621,-0.372807375028345,0.709291813459781,0.788254460241992
"AT1G01230",470.978687683041,-0.732290453588918,0.249669555121049,-2.93303864475538,0.00335662109026391,0.00906555235514394
"AT1G01240",948.179920780776,-3.0097776610518,0.357489995418154,-8.41919410228888,3.79082891705094e-17,5.5581851522536e-16
"AT1G01250",115.121221688842,0.680896140745881,0.389025327470404,1.75026172504843,0.0800731621981675,0.144120369862397
"AT1G01260",642.462365806096,0.997499223377695,0.210792401216184,4.73214033154205,2.22164729336799e-06,1.09044522726641e-05
"AT1G01280",1.51751905268514,-0.0605523846073905,1.30066505199328,-0.0465549408855059,0.962867945026653,0.974486595392986
